name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Marinobacter sp. BSs20148	490759	S	76	20	96	0.00002
Alteromonas macleodii	28108	S	1221	351	1572	0.00029
Alteromonas mediterranea	314275	S	793	431	1224	0.00022
Alteromonas naphthalenivorans	715451	S	260	73	333	0.00006
Alteromonas sp. RKMC-009	2267264	S	158	9	167	0.00003
Alteromonas australica	589873	S	105	12	117	0.00002
Alteromonas sp. MB-3u-76	2058133	S	53	178	231	0.00004
Alteromonas sp. BL110	1714845	S	48	5	53	0.00001
Alteromonas addita	287094	S	45	349	394	0.00007
Alteromonas sp. RW2A1	1917158	S	41	184	225	0.00004
Agarivorans gilvus	680279	S	545	41	586	0.00011
Salinimonas sp. HMF8227	2183582	S	181	12	193	0.00004
Salinimonas sp. N102	2303538	S	98	34	132	0.00002
Lacimicrobium alkaliphilum	1526571	S	159	6	165	0.00003
Catenovulum sp. CCB-QB4	2172099	S	158	7	165	0.00003
Glaciecola nitratireducens	300231	S	74	2	76	0.00001
Glaciecola sp. 4H-3-7+YE-5	983545	S	46	5	51	0.00001
Paraglaciecola psychrophila	326544	S	88	4	92	0.00002
Shewanella loihica	359303	S	208	24	232	0.00004
Shewanella putrefaciens	24	S	171	557	728	0.00013
Shewanella pealeana	70864	S	126	14	140	0.00003
Shewanella algae	38313	S	125	103	228	0.00004
Shewanella amazonensis	60478	S	119	10	129	0.00002
Shewanella baltica	62322	S	98	31	129	0.00002
Shewanella japonica	93973	S	76	4	80	0.00001
Shewanella denitrificans	192073	S	74	6	80	0.00001
Shewanella bicestrii	2018305	S	54	95	149	0.00003
Shewanella sediminis	271097	S	52	5	57	0.00001
Shewanella sp. ANA-3	94122	S	51	44	95	0.00002
Shewanella violacea	60217	S	50	5	55	0.00001
Shewanella sp. W3-18-1	351745	S	49	228	277	0.00005
Shewanella sp. MR-7	60481	S	48	27	75	0.00001
Shewanella oneidensis	70863	S	47	5	52	0.00001
Shewanella marisflavi	260364	S	47	4	51	0.00001
Shewanella woodyi	60961	S	46	3	49	0.00001
Shewanella frigidimarina	56812	S	40	8	48	0.00001
Shewanella halifaxensis	271098	S	39	3	42	0.00001
Shewanella benthica	43661	S	33	3	36	0.00001
Shewanella piezotolerans	404011	S	32	1	33	0.00001
Shewanella psychrophila	225848	S	30	1	31	0.00001
Shewanella sp. Pdp11	2059264	S	28	19	47	0.00001
Shewanella sp. WE21	2029986	S	26	4	30	0.00001
Shewanella sp. MR-4	60480	S	22	13	35	0.00001
Colwellia sp. MT41	58049	S	281	54	335	0.00006
Colwellia psychrerythraea	28229	S	259	52	311	0.00006
Colwellia beringensis	1967665	S	161	111	272	0.00005
Colwellia sp. PAMC 20917	1816218	S	139	22	161	0.00003
Colwellia sp. PAMC 21821	1816219	S	102	55	157	0.00003
Colwellia sp. Arc7-D	2161872	S	91	39	130	0.00002
Thalassotalea crassostreae	1763536	S	157	25	182	0.00003
Ferrimonas balearica	44012	S	477	45	522	0.00010
Idiomarina sp. OT37-5b	2100422	S	106	39	145	0.00003
Idiomarina piscisalsi	1096243	S	46	27	73	0.00001
Idiomarina loihiensis	135577	S	41	-41	0	0.00000
Idiomarina sp. X4	2055892	S	40	25	65	0.00001
Idiomarinaceae bacterium HL-53	1298881	S	71	22	93	0.00002
Psychromonas ingrahamii	357794	S	65	7	72	0.00001
Psychromonas sp. CNPT3	314282	S	48	8	56	0.00001
Moritella viscosa	80854	S	51	12	63	0.00001
Moritella yayanosii	69539	S	20	7	27	0.00000
Lysobacter maris	1605891	S	17293	6017	23310	0.00425
Lysobacter enzymogenes	69	S	4319	3089	7408	0.00135
Lysobacter antibioticus	84531	S	2832	1412	4244	0.00077
Lysobacter capsici	435897	S	2392	1479	3871	0.00071
Lysobacter sp. TY2-98	2290922	S	1924	406	2330	0.00042
Lysobacter gummosus	262324	S	1683	1156	2839	0.00052
Stenotrophomonas maltophilia	40324	S	2315	4067	6382	0.00116
Stenotrophomonas sp. ESTM1D_MKCIP4_1	2072414	S	342	211	553	0.00010
Stenotrophomonas sp. SAU14A_NAIMI4_5	2072413	S	262	254	516	0.00009
Stenotrophomonas sp. ZAC14D2_NAIMI4_7	2072405	S	132	193	325	0.00006
Stenotrophomonas sp. ZAC14A_NAIMI4_1	2072412	S	78	207	285	0.00005
Stenotrophomonas sp. YAU14A_MKIMI4_1	2072408	S	72	617	689	0.00013
Stenotrophomonas sp. YAU14D1_LEIMI4_1	2072407	S	62	145	207	0.00004
Stenotrophomonas sp. ZAC14D2_NAIMI4_6	2072406	S	57	155	212	0.00004
Stenotrophomonas sp. SAU14A_NAIMI4_8	2072409	S	10	85	95	0.00002
Stenotrophomonas acidaminiphila	128780	S	1912	3613	5525	0.00101
Stenotrophomonas rhizophila	216778	S	1283	583	1866	0.00034
Stenotrophomonas sp. LM091	1904944	S	572	552	1124	0.00020
Stenotrophomonas sp. G4	2303750	S	207	587	794	0.00014
Stenotrophomonas sp. Pemsol	2040586	S	201	354	555	0.00010
Stenotrophomonas sp. WZN-1	2005046	S	185	620	805	0.00015
Stenotrophomonas sp. MYb57	1827305	S	108	297	405	0.00007
Xanthomonas translucens	343	S	1338	527	1865	0.00034
Xanthomonas sacchari	56458	S	1126	765	1891	0.00034
Xanthomonas campestris	339	S	1103	825	1928	0.00035
Xanthomonas oryzae	347	S	476	175	651	0.00012
Xanthomonas cassavae	56450	S	436	188	624	0.00011
Xanthomonas citri	346	S	425	1623	2048	0.00037
Xanthomonas albilineans	29447	S	316	56	372	0.00007
Xanthomonas vesicatoria	56460	S	299	395	694	0.00013
Xanthomonas hortorum	56454	S	281	197	478	0.00009
Xanthomonas phaseoli	1985254	S	234	134	368	0.00007
Xanthomonas vasicola	56459	S	176	55	231	0.00004
Xanthomonas fragariae	48664	S	168	57	225	0.00004
Xanthomonas arboricola	56448	S	143	115	258	0.00005
Xanthomonas euvesicatoria	456327	S	95	599	694	0.00013
Xanthomonas gardneri	90270	S	57	512	569	0.00010
Xanthomonas perforans	442694	S	33	453	486	0.00009
Pseudoxanthomonas suwonensis	314722	S	3923	2393	6316	0.00115
Pseudoxanthomonas spadix	415229	S	1100	902	2002	0.00037
Luteimonas sp. 100111	2006110	S	1565	439	2004	0.00037
Luteimonas sp. 83-4	2172536	S	1399	509	1908	0.00035
Luteimonas sp. JM171	1896164	S	1346	363	1709	0.00031
Xylella taiwanensis	1444770	S	91	10	101	0.00002
Xylella fastidiosa	2371	S	46	18	64	0.00001
Dyella thiooxydans	445710	S	1001	393	1394	0.00025
Dyella japonica	231455	S	572	210	782	0.00014
Dyella jiangningensis	1379159	S	416	118	534	0.00010
Dokdonella koreensis	323415	S	840	196	1036	0.00019
Rhodanobacter denitrificans	666685	S	564	224	788	0.00014
Ahniella affigens	2021234	S	458	12	470	0.00009
Luteibacter rhizovicinus	242606	S	417	55	472	0.00009
Frateuria aurantia	81475	S	322	77	399	0.00007
Pseudomonas fluorescens	294	S	1073	1732	2805	0.00051
Pseudomonas protegens	380021	S	460	256	716	0.00013
Pseudomonas orientalis	76758	S	269	177	446	0.00008
Pseudomonas azotoformans	47878	S	169	156	325	0.00006
Pseudomonas poae	200451	S	135	103	238	0.00004
Pseudomonas corrugata	47879	S	134	61	195	0.00004
Pseudomonas rhodesiae	76760	S	129	346	475	0.00009
Pseudomonas trivialis	200450	S	128	86	214	0.00004
Pseudomonas cedrina	651740	S	119	68	187	0.00003
Pseudomonas synxantha	47883	S	112	102	214	0.00004
Pseudomonas mediterranea	183795	S	100	49	149	0.00003
Pseudomonas mandelii	75612	S	84	80	164	0.00003
Pseudomonas mucidolens	46679	S	80	30	110	0.00002
Pseudomonas tolaasii	29442	S	79	29	108	0.00002
Pseudomonas extremorientalis	169669	S	76	67	143	0.00003
Pseudomonas brenneri	129817	S	70	47	117	0.00002
Pseudomonas veronii	76761	S	57	206	263	0.00005
Pseudomonas libanensis	75588	S	15	17	32	0.00001
Pseudomonas aeruginosa	287	S	1166	4088	5254	0.00096
Pseudomonas mendocina	300	S	729	484	1213	0.00022
Pseudomonas furukawaii	1149133	S	316	204	520	0.00009
Pseudomonas pseudoalcaligenes	330	S	27	246	273	0.00005
Pseudomonas citronellolis	53408	S	333	217	550	0.00010
Pseudomonas resinovorans	53412	S	255	80	335	0.00006
Pseudomonas alcaligenes	43263	S	224	61	285	0.00005
Pseudomonas putida	303	S	1640	2765	4405	0.00080
Pseudomonas monteilii	76759	S	264	141	405	0.00007
Pseudomonas plecoglossicida	70775	S	233	632	865	0.00016
Pseudomonas oryzihabitans	47885	S	171	34	205	0.00004
Pseudomonas fulva	47880	S	150	83	233	0.00004
Pseudomonas mosselii	78327	S	87	497	584	0.00011
Pseudomonas stutzeri	316	S	1610	1407	3017	0.00055
Pseudomonas xanthomarina	271420	S	282	86	368	0.00007
Pseudomonas balearica	74829	S	189	334	523	0.00010
Pseudomonas syringae	317	S	477	1039	1516	0.00028
Pseudomonas viridiflava	33069	S	174	69	243	0.00004
Pseudomonas cichorii	36746	S	99	27	126	0.00002
Pseudomonas amygdali	47877	S	32	41	73	0.00001
Pseudomonas savastanoi	29438	S	20	28	48	0.00001
Pseudomonas fuscovaginae	50340	S	29	62	91	0.00002
Pseudomonas syringae group genomosp. 3	251701	S	27	44	71	0.00001
Pseudomonas avellanae	46257	S	12	225	237	0.00004
Pseudomonas chlororaphis	587753	S	495	627	1122	0.00020
Pseudomonas taetrolens	47884	S	116	49	165	0.00003
Pseudomonas fragi	296	S	104	464	568	0.00010
Pseudomonas oryzae	1392877	S	402	183	585	0.00011
Pseudomonas sp. S-6-2	1931241	S	388	38	426	0.00008
Pseudomonas sp. M30-35	1981174	S	366	47	413	0.00008
Pseudomonas parafulva	157782	S	359	146	505	0.00009
Pseudomonas salegens	1434072	S	319	22	341	0.00006
Pseudomonas sp. K2W31S-8	2320867	S	314	73	387	0.00007
Pseudomonas sp. StFLB209	1028989	S	304	126	430	0.00008
Pseudomonas sp. CC6-YY-74	1930532	S	303	65	368	0.00007
Pseudomonas pohangensis	364197	S	286	33	319	0.00006
Pseudomonas xinjiangensis	487184	S	269	22	291	0.00005
Pseudomonas sp. ATCC 13867	1294143	S	258	114	372	0.00007
Pseudomonas koreensis	198620	S	257	272	529	0.00010
Pseudomonas litoralis	797277	S	251	74	325	0.00006
Pseudomonas antarctica	219572	S	248	170	418	0.00008
Pseudomonas guangdongensis	1245526	S	247	114	361	0.00007
Pseudomonas knackmussii	65741	S	242	822	1064	0.00019
Pseudomonas psychrotolerans	237610	S	242	46	288	0.00005
Pseudomonas sabulinigri	472181	S	233	20	253	0.00005
Pseudomonas alkylphenolica	237609	S	227	131	358	0.00007
Pseudomonas kribbensis	1628086	S	215	172	387	0.00007
Pseudomonas moraviensis	321662	S	215	192	407	0.00007
Pseudomonas rhizosphaerae	216142	S	197	69	266	0.00005
Pseudomonas agarici	46677	S	195	20	215	0.00004
Pseudomonas frederiksbergensis	104087	S	195	191	386	0.00007
Pseudomonas umsongensis	198618	S	186	93	279	0.00005
Pseudomonas sp. 02C 26	2054914	S	176	52	228	0.00004
Pseudomonas sp. TCU-HL1	1856685	S	172	35	207	0.00004
Pseudomonas saudiphocaensis	1499686	S	165	48	213	0.00004
Pseudomonas thivervalensis	86265	S	146	121	267	0.00005
Pseudomonas vancouverensis	95300	S	145	66	211	0.00004
Pseudomonas sp. URMO17WK12:I11	1283291	S	135	330	465	0.00008
Pseudomonas sp. DR 5-09	1534110	S	133	174	307	0.00006
Pseudomonas sp. R2A2	2213057	S	130	90	220	0.00004
Pseudomonas cremoricolorata	157783	S	130	39	169	0.00003
Pseudomonas entomophila	312306	S	119	56	175	0.00003
Pseudomonas alcaliphila	101564	S	118	336	454	0.00008
Pseudomonas sp. UW4	1207075	S	110	65	175	0.00003
Pseudomonas versuta	1788301	S	103	56	159	0.00003
Pseudomonas sp. 7SR1	1881017	S	94	43	137	0.00002
Pseudomonas prosekii	1148509	S	91	45	136	0.00002
Pseudomonas extremaustralis	359110	S	90	56	146	0.00003
Pseudomonas sp. HLS-6	2049589	S	88	56	144	0.00003
Pseudomonas arsenicoxydans	702115	S	84	46	130	0.00002
Pseudomonas sp. MT-1	150396	S	82	257	339	0.00006
Pseudomonas yamanorum	515393	S	79	453	532	0.00010
Pseudomonas sp. FGI182	1259844	S	77	278	355	0.00006
Pseudomonas sp. LPH1	1898684	S	76	78	154	0.00003
Pseudomonas reinekei	395598	S	75	38	113	0.00002
Pseudomonas sihuiensis	1274359	S	75	190	265	0.00005
Pseudomonas brassicacearum	930166	S	74	664	738	0.00013
Pseudomonas silesiensis	1853130	S	74	40	114	0.00002
Pseudomonas sp. LG1D9	2083054	S	72	52	124	0.00002
Pseudomonas asplenii	53407	S	71	157	228	0.00004
Pseudomonas sp. CCOS 191	1649877	S	62	87	149	0.00003
Pseudomonas sp. LG1E9	2219057	S	61	47	108	0.00002
Pseudomonas sp. S09G 359	2054919	S	61	43	104	0.00002
Pseudomonas sp. NS1(2017)	2025658	S	60	52	112	0.00002
Pseudomonas sp. NC02	2067572	S	54	42	96	0.00002
Pseudomonas palleroniana	191390	S	53	19	72	0.00001
Pseudomonas lini	163011	S	51	33	84	0.00002
Pseudomonas sp. LAB-08	143813	S	51	28	79	0.00001
Pseudomonas sp. B10	118613	S	45	89	134	0.00002
Pseudomonas simiae	321846	S	45	857	902	0.00016
Pseudomonas sp. LH1G9	2083055	S	44	171	215	0.00004
Pseudomonas psychrophila	122355	S	44	22	66	0.00001
Pseudomonas sp. Z003-0.4C(8344-21)	1855380	S	42	86	128	0.00002
Pseudomonas sp. phDV1	253237	S	42	374	416	0.00008
Pseudomonas sp. 09C 129	2054915	S	40	112	152	0.00003
Pseudomonas sp. St29	1500687	S	38	212	250	0.00005
Pseudomonas granadensis	1421430	S	35	73	108	0.00002
Pseudomonas sp. TKP	1415630	S	30	281	311	0.00006
Pseudomonas lurida	244566	S	30	197	227	0.00004
Pseudomonas sp. 31-12	2201356	S	28	21	49	0.00001
Pseudomonas sp. PONIH3	1636610	S	27	400	427	0.00008
Pseudomonas sp. MRSN12121	1611770	S	26	127	153	0.00003
Pseudomonas sp. JY-Q	1338689	S	26	244	270	0.00005
Pseudomonas sp. MYb193	1827300	S	23	35	58	0.00001
Pseudomonas sp. FDAARGOS_380	2018067	S	22	39	61	0.00001
Pseudomonas sp. Os17	1500686	S	22	122	144	0.00003
Pseudomonas sp. GR 6-02	1659194	S	20	36	56	0.00001
Pseudomonas sp. A214	1855331	S	18	121	139	0.00003
Pseudomonas sp. TMW 2.1634	1886807	S	14	192	206	0.00004
Azotobacter vinelandii	354	S	335	-335	0	0.00000
Azotobacter chroococcum	353	S	306	276	582	0.00011
Oblitimonas alkaliphila	1697053	S	540	202	742	0.00014
Acinetobacter baumannii	470	S	61	112	173	0.00003
Acinetobacter pittii	48296	S	47	30	77	0.00001
Acinetobacter nosocomialis	106654	S	27	10	37	0.00001
Acinetobacter equi	1324350	S	149	22	171	0.00003
Acinetobacter haemolyticus	29430	S	111	40	151	0.00003
Acinetobacter wuhouensis	1879050	S	110	49	159	0.00003
Acinetobacter sp. WCHAc010034	1879049	S	86	38	124	0.00002
Acinetobacter radioresistens	40216	S	83	11	94	0.00002
Acinetobacter lwoffii	28090	S	65	303	368	0.00007
Acinetobacter sp. TGL-Y2	1407071	S	50	7	57	0.00001
Acinetobacter indicus	756892	S	49	17	66	0.00001
Acinetobacter sp. NCu2D-2	1608473	S	43	10	53	0.00001
Acinetobacter sp. ADP1	62977	S	42	5	47	0.00001
Acinetobacter schindleri	108981	S	42	42	84	0.00002
Acinetobacter sp. ACNIH1	1636603	S	42	38	80	0.00001
Acinetobacter sp. LoGeW2-3	1808001	S	40	7	47	0.00001
Acinetobacter sp. TTH0-4	1646498	S	38	9	47	0.00001
Acinetobacter soli	487316	S	37	5	42	0.00001
Acinetobacter venetianus	52133	S	36	13	49	0.00001
Acinetobacter sp. ACNIH2	1758189	S	36	23	59	0.00001
Acinetobacter junii	40215	S	31	17	48	0.00001
Acinetobacter johnsonii	40214	S	30	74	104	0.00002
Acinetobacter sp. WCHA55	2004646	S	29	47	76	0.00001
Acinetobacter larvae	1789224	S	28	2	30	0.00001
Acinetobacter sp. SWBY1	2079596	S	26	15	41	0.00001
Acinetobacter sp. WCHA45	2004644	S	22	20	42	0.00001
Acinetobacter oleivorans	1148157	S	19	9	28	0.00001
Acinetobacter bereziniae	106648	S	17	1	18	0.00000
Acinetobacter defluvii	1871111	S	16	21	37	0.00001
Psychrobacter alimentarius	261164	S	64	25	89	0.00002
Psychrobacter urativorans	45610	S	49	9	58	0.00001
Psychrobacter sp. DAB_AL43B	1028416	S	44	8	52	0.00001
Psychrobacter sp. P11F6	1699621	S	37	14	51	0.00001
Psychrobacter sp. AntiMn-1	1720344	S	32	9	41	0.00001
Psychrobacter sp. P11G3	1699623	S	25	9	34	0.00001
Psychrobacter arcticus	334543	S	18	6	24	0.00000
Psychrobacter sp. G	571800	S	17	86	103	0.00002
Psychrobacter sp. P2G3	1699622	S	10	103	113	0.00002
Moraxella osloensis	34062	S	99	23	122	0.00002
Moraxella bovoculi	386891	S	92	59	151	0.00003
Moraxella bovis	476	S	38	7	45	0.00001
Moraxella catarrhalis	480	S	37	4	41	0.00001
Moraxellaceae bacterium HYN0046	2283318	S	59	2	61	0.00001
Vibrio parahaemolyticus	670	S	8712	2515	11227	0.00205
Vibrio rotiferianus	190895	S	7824	2061	9885	0.00180
Vibrio alginolyticus	663	S	6220	2087	8307	0.00151
Vibrio owensii	696485	S	4147	1329	5476	0.00100
Vibrio campbellii	680	S	2048	561	2609	0.00048
Vibrio harveyi	669	S	924	295	1219	0.00022
Vibrio jasicida	766224	S	336	153	489	0.00009
Vibrio natriegens	691	S	306	324	630	0.00011
Vibrio diabolicus	50719	S	196	127	323	0.00006
Vibrio antiquarius	150340	S	43	52	95	0.00002
Vibrio azureus	512649	S	125	14	139	0.00003
Vibrio tubiashii	29498	S	941	157	1098	0.00020
Vibrio vulnificus	672	S	724	184	908	0.00017
Vibrio cholerae	666	S	432	454	886	0.00016
Vibrio coralliilyticus	190893	S	323	32	355	0.00006
Vibrio anguillarum	55601	S	309	108	417	0.00008
Vibrio fluvialis	676	S	209	34	243	0.00004
Vibrio scophthalmi	45658	S	199	28	227	0.00004
Vibrio hyugaensis	1534743	S	163	72	235	0.00004
Vibrio splendidus	29497	S	140	25	165	0.00003
Vibrio nigripulchritudo	28173	S	123	8	131	0.00002
Vibrio tapetis	52443	S	112	5	117	0.00002
Vibrio mimicus	674	S	102	21	123	0.00002
Vibrio tasmaniensis	212663	S	98	19	117	0.00002
Vibrio shilonii	62153	S	92	10	102	0.00002
Vibrio sp. EJY3	1116375	S	90	158	248	0.00005
Vibrio furnissii	29494	S	78	17	95	0.00002
Vibrio rumoiensis	76258	S	76	46	122	0.00002
Vibrio breoganii	553239	S	75	7	82	0.00001
Vibrio sp. dhg	2163016	S	63	146	209	0.00004
Vibrio gazogenes	687	S	55	4	59	0.00001
Vibrio tritonius	1435069	S	53	5	58	0.00001
Vibrio casei	673372	S	45	14	59	0.00001
Vibrio sp. 2521-89	2014742	S	40	28	68	0.00001
Vibrio qinghaiensis	2025808	S	29	18	47	0.00001
Photobacterium damselae	38293	S	641	291	932	0.00017
Photobacterium gaetbulicola	1295392	S	104	8	112	0.00002
Photobacterium profundum	74109	S	101	11	112	0.00002
Aliivibrio fischeri	668	S	174	25	199	0.00004
Aliivibrio salmonicida	40269	S	58	9	67	0.00001
Aliivibrio wodanis	80852	S	52	5	57	0.00001
Grimontia hollisae	673	S	70	8	78	0.00001
Candidatus Enterovibrio luxaltus	1927128	S	40	0	40	0.00001
Paraphotobacterium marinum	1755811	S	33	6	39	0.00001
Enterobacter cloacae	550	S	299	1626	1925	0.00035
Enterobacter asburiae	61645	S	83	38	121	0.00002
Enterobacter cancerogenus	69218	S	51	10	61	0.00001
Enterobacter hormaechei	158836	S	47	573	620	0.00011
Enterobacter cloacae complex sp.	2027919	S	23	45	68	0.00001
Enterobacter roggenkampii	1812935	S	19	82	101	0.00002
Enterobacter sp. SA187	1914861	S	81	11	92	0.00002
Enterobacter sp. R4-368	1166130	S	79	20	99	0.00002
Enterobacter sp. FY-07	1692238	S	48	5	53	0.00001
Enterobacter sp. 638	399742	S	38	5	43	0.00001
Enterobacter bugandensis	881260	S	19	8	27	0.00000
Klebsiella pneumoniae	573	S	214	875	1089	0.00020
Klebsiella aerogenes	548	S	117	48	165	0.00003
Klebsiella oxytoca	571	S	104	272	376	0.00007
Klebsiella variicola	244366	S	62	273	335	0.00006
Klebsiella michiganensis	1134687	S	30	164	194	0.00004
Klebsiella quasipneumoniae	1463165	S	21	78	99	0.00002
Klebsiella quasivariicola	2026240	S	21	19	40	0.00001
Citrobacter werkmanii	67827	S	101	63	164	0.00003
Citrobacter freundii	546	S	36	182	218	0.00004
Citrobacter rodentium	67825	S	67	10	77	0.00001
Citrobacter amalonaticus	35703	S	51	68	119	0.00002
Citrobacter koseri	545	S	40	23	63	0.00001
Citrobacter sp. FDAARGOS_156	1702170	S	32	18	50	0.00001
Citrobacter farmeri	67824	S	30	68	98	0.00002
Plautia stali symbiont	891974	S	132	16	148	0.00003
Enterobacteriaceae bacterium strain FGI 57	693444	S	39	6	45	0.00001
Enterobacteriaceae bacterium w6	2282310	S	38	42	80	0.00001
Enterobacteriaceae bacterium ENNIH1	2066051	S	26	65	91	0.00002
Enterobacteriaceae bacterium w17	2282309	S	12	22	34	0.00001
secondary endosymbiont of Heteropsylla cubana	134287	S	66	6	72	0.00001
Candidatus Hamiltonella defensa	138072	S	30	2	32	0.00001
secondary endosymbiont of Ctenarytaina eucalypti	1199245	S	15	0	15	0.00000
Blochmannia endosymbiont of Polyrhachis (Hedomyrma) turneri	1505596	S	24	1	25	0.00000
Blochmannia endosymbiont of Camponotus (Colobopsis) obliquus	1505597	S	11	1	12	0.00000
Candidatus Gullanella endobia	1070130	S	18	2	20	0.00000
Candidatus Purcelliella pentastirinorum	472834	S	11	2	13	0.00000
Candidatus Doolittlea endobia	1778262	S	11	0	11	0.00000
Cronobacter sakazakii	28141	S	78	77	155	0.00003
Cronobacter dublinensis	413497	S	67	23	90	0.00002
Cronobacter malonaticus	413503	S	58	63	121	0.00002
Cronobacter condimenti	1163710	S	43	11	54	0.00001
Cronobacter muytjensii	413501	S	42	21	63	0.00001
Cronobacter turicensis	413502	S	36	17	53	0.00001
Cronobacter universalis	535744	S	29	26	55	0.00001
Escherichia coli	562	S	378	5642	6020	0.00110
Escherichia albertii	208962	S	47	18	65	0.00001
Escherichia marmotae	1499973	S	29	6	35	0.00001
Escherichia fergusonii	564	S	13	-13	0	0.00000
Salmonella enterica	28901	S	311	5389	5700	0.00104
Salmonella bongori	54736	S	26	0	26	0.00000
Pluralibacter gergoviae	61647	S	188	43	231	0.00004
[Enterobacter] lignolyticus	1334193	S	98	14	112	0.00002
Kosakonia cowanii	208223	S	62	8	70	0.00001
Kosakonia sacchari	1158459	S	48	8	56	0.00001
Kosakonia oryzae	497725	S	29	50	79	0.00001
Kosakonia radicincitans	283686	S	15	63	78	0.00001
Raoultella ornithinolytica	54291	S	104	209	313	0.00006
Raoultella planticola	575	S	27	24	51	0.00001
Lelliottia jeotgali	1907578	S	66	15	81	0.00001
Lelliottia sp. WB101	2153385	S	57	12	69	0.00001
Lelliottia amnigena	61646	S	51	9	60	0.00001
Lelliottia nimipressuralis	69220	S	27	18	45	0.00001
Cedecea neteri	158822	S	136	20	156	0.00003
Leclercia sp. LSNIH3	1920116	S	26	157	183	0.00003
Leclercia sp. LSNIH1	1920114	S	25	84	109	0.00002
Leclercia adecarboxylata	83655	S	16	19	35	0.00001
Gibbsiella quercinecans	929813	S	103	11	114	0.00002
Shimwellia blattae	563	S	62	8	70	0.00001
Limnobaculum parvum	2172103	S	41	7	48	0.00001
Kluyvera intermedia	61648	S	29	62	91	0.00002
Shigella flexneri	623	S	11	47	58	0.00001
Candidatus Moranella endobia	1048758	S	17	-17	0	0.00000
Serratia marcescens	615	S	516	692	1208	0.00022
Serratia plymuthica	82996	S	197	74	271	0.00005
Serratia fonticola	47917	S	171	22	193	0.00004
Serratia sp. ATCC 39006	104623	S	151	14	165	0.00003
Serratia ficaria	61651	S	112	24	136	0.00002
Serratia proteamaculans	28151	S	101	18	119	0.00002
Serratia liquefaciens	614	S	73	17	90	0.00002
Serratia sp. YD25	1759437	S	45	24	69	0.00001
Serratia sp. FGI94	671990	S	32	24	56	0.00001
Serratia rubidaea	61652	S	30	50	80	0.00001
Serratia sp. FS14	1327989	S	29	134	163	0.00003
Serratia sp. JKS000199	1938820	S	15	193	208	0.00004
Yersinia enterocolitica	630	S	121	50	171	0.00003
Yersinia entomophaga	935293	S	111	23	134	0.00002
Yersinia aldovae	29483	S	86	24	110	0.00002
Yersinia rohdei	29485	S	84	19	103	0.00002
Yersinia frederiksenii	29484	S	74	161	235	0.00004
Yersinia ruckeri	29486	S	69	14	83	0.00002
Yersinia similis	367190	S	13	3	16	0.00000
Yersinia pseudotuberculosis	633	S	12	66	78	0.00001
Yersinia aleksiciae	263819	S	16	5	21	0.00000
Rahnella aquatilis	34038	S	44	170	214	0.00004
Rahnella sp. ERMR1:05	1805933	S	41	6	47	0.00001
Chania multitudinisentens	1639108	S	86	298	384	0.00007
Candidatus Fukatsuia symbiotica	1878942	S	14	0	14	0.00000
Dickeya zeae	204042	S	154	57	211	0.00004
Dickeya chrysanthemi	556	S	141	46	187	0.00003
Dickeya dadantii	204038	S	126	132	258	0.00005
Dickeya paradisiaca	69223	S	75	5	80	0.00001
Dickeya sp. NCPPB 3274	568766	S	55	104	159	0.00003
Dickeya solani	1089444	S	53	127	180	0.00003
Dickeya dianthicola	204039	S	39	81	120	0.00002
Pectobacterium carotovorum	554	S	157	43	200	0.00004
Pectobacterium parmentieri	1905730	S	89	31	120	0.00002
Pectobacterium polaris	2042057	S	54	24	78	0.00001
Pectobacterium atrosepticum	29471	S	50	11	61	0.00001
Pectobacterium wasabiae	55208	S	33	9	42	0.00001
Brenneria sp. EniD312	598467	S	135	16	151	0.00003
Brenneria goodwinii	1109412	S	79	8	87	0.00002
Sodalis glossinidius	63612	S	64	12	76	0.00001
Sodalis praecaptivus	1239307	S	41	44	85	0.00002
Sodalis endosymbiont of Henestaris halophilus	1929246	S	14	0	14	0.00000
Candidatus Sodalis pierantonius	1486991	S	12	13	25	0.00000
Lonsdalea britannica	1082704	S	130	19	149	0.00003
Pantoea vagans	470934	S	148	117	265	0.00005
Pantoea ananatis	553	S	146	63	209	0.00004
Pantoea sp. At-9b	592316	S	127	14	141	0.00003
Pantoea gaviniae	665914	S	96	37	133	0.00002
Pantoea sp. PSNIH1	1484158	S	78	202	280	0.00005
Pantoea alhagi	1891675	S	62	10	72	0.00001
Pantoea agglomerans	549	S	57	56	113	0.00002
Pantoea stewartii	66269	S	47	9	56	0.00001
Pantoea rwandensis	1076550	S	40	9	49	0.00001
Candidatus Pantoea carbekii	1235990	S	13	0	13	0.00000
Erwinia billingiae	182337	S	176	31	207	0.00004
Erwinia gerundensis	1619313	S	91	13	104	0.00002
Erwinia amylovora	552	S	83	31	114	0.00002
Erwinia persicina	55211	S	65	16	81	0.00001
Erwinia tasmaniensis	338565	S	39	12	51	0.00001
Buchnera aphidicola	9	S	120	5	125	0.00002
Tatumella ptyseos	82987	S	55	8	63	0.00001
Tatumella citrea	53336	S	19	2	21	0.00000
Providencia rettgeri	587	S	83	66	149	0.00003
Providencia stuartii	588	S	70	62	132	0.00002
Providencia heimbachae	333962	S	37	10	47	0.00001
Providencia alcalifaciens	126385	S	23	3	26	0.00000
