name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Pseudomonas viridiflava	33069	S	203	107	310	0.00009
Pseudomonas cichorii	36746	S	133	51	184	0.00005
Pseudomonas avellanae	46257	S	73	1268	1341	0.00037
Pseudomonas fuscovaginae	50340	S	35	80	115	0.00003
Pseudomonas savastanoi	29438	S	19	23	42	0.00001
Pseudomonas syringae group genomosp. 3	251701	S	15	35	50	0.00001
Pseudomonas chlororaphis	587753	S	527	660	1187	0.00033
Pseudomonas fragi	296	S	105	520	625	0.00017
Pseudomonas taetrolens	47884	S	59	30	89	0.00002
Pseudomonas sp. S-6-2	1931241	S	396	66	462	0.00013
Pseudomonas parafulva	157782	S	386	208	594	0.00017
Pseudomonas rhizosphaerae	216142	S	327	153	480	0.00013
Pseudomonas sp. ATCC 13867	1294143	S	326	197	523	0.00015
Pseudomonas sabulinigri	472181	S	325	45	370	0.00010
Pseudomonas kribbensis	1628086	S	320	287	607	0.00017
Pseudomonas umsongensis	198618	S	313	189	502	0.00014
Pseudomonas koreensis	198620	S	298	364	662	0.00018
Pseudomonas psychrotolerans	237610	S	287	88	375	0.00010
Pseudomonas sp. CC6-YY-74	1930532	S	287	90	377	0.00011
Pseudomonas thivervalensis	86265	S	271	252	523	0.00015
Pseudomonas pohangensis	364197	S	262	48	310	0.00009
Pseudomonas litoralis	797277	S	254	103	357	0.00010
Pseudomonas sp. TCU-HL1	1856685	S	224	63	287	0.00008
Pseudomonas xinjiangensis	487184	S	217	31	248	0.00007
Pseudomonas reinekei	395598	S	202	123	325	0.00009
Pseudomonas sp. LG1E9	2219057	S	189	167	356	0.00010
Pseudomonas salegens	1434072	S	180	22	202	0.00006
Pseudomonas alkylphenolica	237609	S	175	136	311	0.00009
Pseudomonas oryzae	1392877	S	171	105	276	0.00008
Pseudomonas guangdongensis	1245526	S	163	106	269	0.00008
Pseudomonas moraviensis	321662	S	160	265	425	0.00012
Pseudomonas sp. UW4	1207075	S	156	110	266	0.00007
Pseudomonas sp. K2W31S-8	2320867	S	153	48	201	0.00006
Pseudomonas alcaliphila	101564	S	145	454	599	0.00017
Pseudomonas sp. 31-12	2201356	S	139	118	257	0.00007
Pseudomonas frederiksbergensis	104087	S	137	151	288	0.00008
Pseudomonas saudiphocaensis	1499686	S	136	67	203	0.00006
Pseudomonas knackmussii	65741	S	126	520	646	0.00018
Pseudomonas antarctica	219572	S	121	94	215	0.00006
Pseudomonas sp. 7SR1	1881017	S	119	66	185	0.00005
Pseudomonas extremaustralis	359110	S	117	89	206	0.00006
Pseudomonas sp. LPH1	1898684	S	109	124	233	0.00006
Pseudomonas sp. 02C 26	2054914	S	107	43	150	0.00004
Pseudomonas cremoricolorata	157783	S	105	46	151	0.00004
Pseudomonas agarici	46677	S	103	13	116	0.00003
Pseudomonas sp. StFLB209	1028989	S	100	60	160	0.00004
Pseudomonas sihuiensis	1274359	S	99	268	367	0.00010
Pseudomonas silesiensis	1853130	S	93	60	153	0.00004
Pseudomonas arsenicoxydans	702115	S	89	55	144	0.00004
Pseudomonas sp. Z003-0.4C(8344-21)	1855380	S	88	194	282	0.00008
Pseudomonas sp. URMO17WK12:I11	1283291	S	85	223	308	0.00009
Pseudomonas palleroniana	191390	S	78	31	109	0.00003
Pseudomonas sp. M30-35	1981174	S	76	14	90	0.00003
Pseudomonas sp. 09C 129	2054915	S	67	203	270	0.00008
Pseudomonas vancouverensis	95300	S	62	34	96	0.00003
Pseudomonas sp. HLS-6	2049589	S	61	61	122	0.00003
Pseudomonas sp. LAB-08	143813	S	60	40	100	0.00003
Pseudomonas brassicacearum	930166	S	50	430	480	0.00013
Pseudomonas versuta	1788301	S	50	33	83	0.00002
Pseudomonas sp. R2A2	2213057	S	47	38	85	0.00002
Pseudomonas sp. LG1D9	2083054	S	47	38	85	0.00002
Pseudomonas sp. NS1(2017)	2025658	S	47	44	91	0.00003
Pseudomonas sp. FGI182	1259844	S	46	177	223	0.00006
Pseudomonas sp. MT-1	150396	S	41	139	180	0.00005
Pseudomonas sp. S09G 359	2054919	S	40	32	72	0.00002
Pseudomonas entomophila	312306	S	38	23	61	0.00002
Pseudomonas psychrophila	122355	S	38	24	62	0.00002
Pseudomonas prosekii	1148509	S	38	22	60	0.00002
Pseudomonas sp. SWI44	2083053	S	37	621	658	0.00018
Pseudomonas granadensis	1421430	S	37	83	120	0.00003
Pseudomonas sp. NC02	2067572	S	37	32	69	0.00002
Pseudomonas sp. DR 5-09	1534110	S	36	51	87	0.00002
Pseudomonas sp. A214	1855331	S	33	231	264	0.00007
Pseudomonas lini	163011	S	32	24	56	0.00002
Pseudomonas sp. PONIH3	1636610	S	32	565	597	0.00017
Pseudomonas sp. St29	1500687	S	29	167	196	0.00005
Pseudomonas sp. CCOS 191	1649877	S	27	42	69	0.00002
Pseudomonas asplenii	53407	S	26	61	87	0.00002
Pseudomonas sp. TMW 2.1634	1886807	S	21	301	322	0.00009
Pseudomonas sp. s211(2017)	2045200	S	19	124	143	0.00004
Pseudomonas sp. phDV1	253237	S	17	186	203	0.00006
Pseudomonas sp. B10	118613	S	16	34	50	0.00001
Pseudomonas sp. MYb193	1827300	S	11	18	29	0.00001
Pseudomonas sp. GR 6-02	1659194	S	10	26	36	0.00001
Pseudomonas sp. FDAARGOS_380	2018067	S	10	18	28	0.00001
Azotobacter chroococcum	353	S	283	225	508	0.00014
Azotobacter vinelandii	354	S	172	-172	0	0.00000
Oblitimonas alkaliphila	1697053	S	71	48	119	0.00003
Acinetobacter larvae	1789224	S	122	15	137	0.00004
Acinetobacter baumannii	470	S	34	90	124	0.00003
Acinetobacter pittii	48296	S	22	21	43	0.00001
Acinetobacter calcoaceticus	471	S	17	19	36	0.00001
Acinetobacter radioresistens	40216	S	86	19	105	0.00003
Acinetobacter sp. WCHAc010034	1879049	S	78	84	162	0.00005
Acinetobacter bereziniae	106648	S	67	8	75	0.00002
Acinetobacter sp. TTH0-4	1646498	S	50	23	73	0.00002
Acinetobacter soli	487316	S	40	7	47	0.00001
Acinetobacter schindleri	108981	S	33	66	99	0.00003
Acinetobacter haemolyticus	29430	S	31	18	49	0.00001
Acinetobacter lwoffii	28090	S	26	48	74	0.00002
Acinetobacter sp. ADP1	62977	S	23	4	27	0.00001
Acinetobacter equi	1324350	S	22	5	27	0.00001
Acinetobacter sp. ACNIH2	1758189	S	21	25	46	0.00001
Acinetobacter sp. LoGeW2-3	1808001	S	20	5	25	0.00001
Acinetobacter junii	40215	S	19	18	37	0.00001
Acinetobacter sp. ACNIH1	1636603	S	18	32	50	0.00001
Acinetobacter sp. WCHA45	2004644	S	17	29	46	0.00001
Acinetobacter sp. WCHA55	2004646	S	17	60	77	0.00002
Acinetobacter sp. WCHAc010052	2004647	S	16	26	42	0.00001
Acinetobacter sp. SWBY1	2079596	S	15	17	32	0.00001
Acinetobacter johnsonii	40214	S	14	31	45	0.00001
Acinetobacter indicus	756892	S	13	6	19	0.00001
Acinetobacter wuhouensis	1879050	S	12	13	25	0.00001
Acinetobacter sp. WCHAc010005	2004650	S	12	33	45	0.00001
Acinetobacter sp. TGL-Y2	1407071	S	11	2	13	0.00000
Acinetobacter venetianus	52133	S	10	5	15	0.00000
Acinetobacter sp. NCu2D-2	1608473	S	10	3	13	0.00000
Moraxella osloensis	34062	S	149	49	198	0.00006
Moraxella bovis	476	S	45	34	79	0.00002
Moraxella catarrhalis	480	S	35	8	43	0.00001
Moraxella bovoculi	386891	S	21	98	119	0.00003
Psychrobacter sp. P11F6	1699621	S	33	24	57	0.00002
Psychrobacter urativorans	45610	S	31	10	41	0.00001
Psychrobacter alimentarius	261164	S	20	14	34	0.00001
Psychrobacter sp. AntiMn-1	1720344	S	16	9	25	0.00001
Psychrobacter cryohalolentis	330922	S	14	148	162	0.00005
Psychrobacter arcticus	334543	S	10	7	17	0.00000
Psychrobacter sp. DAB_AL43B	1028416	S	10	3	13	0.00000
Moraxellaceae bacterium HYN0046	2283318	S	40	3	43	0.00001
Enterobacter cloacae	550	S	415	3242	3657	0.00102
Enterobacter cancerogenus	69218	S	104	44	148	0.00004
Enterobacter hormaechei	158836	S	35	672	707	0.00020
Enterobacter kobei	208224	S	28	298	326	0.00009
Enterobacter asburiae	61645	S	25	19	44	0.00001
Enterobacter cloacae complex sp.	2027919	S	23	68	91	0.00003
Enterobacter roggenkampii	1812935	S	10	61	71	0.00002
Enterobacter sp. SA187	1914861	S	34	11	45	0.00001
Enterobacter sp. R4-368	1166130	S	17	9	26	0.00001
Enterobacter bugandensis	881260	S	11	6	17	0.00000
Citrobacter werkmanii	67827	S	202	273	475	0.00013
Citrobacter freundii complex sp. CFNIH3	2077147	S	64	633	697	0.00019
Citrobacter freundii	546	S	26	167	193	0.00005
Citrobacter youngae	133448	S	13	44	57	0.00002
Citrobacter sp. FDAARGOS_156	1702170	S	152	232	384	0.00011
Citrobacter rodentium	67825	S	42	15	57	0.00002
Citrobacter koseri	545	S	23	25	48	0.00001
Citrobacter amalonaticus	35703	S	23	62	85	0.00002
Citrobacter farmeri	67824	S	20	96	116	0.00003
Klebsiella oxytoca	571	S	104	472	576	0.00016
Klebsiella pneumoniae	573	S	99	1846	1945	0.00054
Klebsiella aerogenes	548	S	56	51	107	0.00003
Klebsiella michiganensis	1134687	S	19	158	177	0.00005
Klebsiella variicola	244366	S	17	109	126	0.00004
Escherichia coli	562	S	287	2987	3274	0.00091
Escherichia albertii	208962	S	72	59	131	0.00004
Escherichia marmotae	1499973	S	55	27	82	0.00002
Escherichia fergusonii	564	S	43	-43	0	0.00000
secondary endosymbiont of Ctenarytaina eucalypti	1199245	S	84	5	89	0.00002
Candidatus Hamiltonella defensa	138072	S	38	15	53	0.00001
Blochmannia endosymbiont of Polyrhachis (Hedomyrma) turneri	1505596	S	29	6	35	0.00001
Blochmannia endosymbiont of Camponotus (Colobopsis) obliquus	1505597	S	13	4	17	0.00000
secondary endosymbiont of Trabutina mannipara	1835721	S	21	11	32	0.00001
Candidatus Tachikawaea gelatinosa	1410383	S	20	5	25	0.00001
Candidatus Hoaglandella endobia	1778263	S	15	7	22	0.00001
Candidatus Doolittlea endobia	1778262	S	13	1	14	0.00000
Plautia stali symbiont	891974	S	74	19	93	0.00003
Enterobacteriaceae bacterium ENNIH1	2066051	S	48	221	269	0.00008
Enterobacteriaceae bacterium strain FGI 57	693444	S	36	14	50	0.00001
Enterobacteriaceae bacterium w6	2282310	S	17	39	56	0.00002
Cronobacter dublinensis	413497	S	71	38	109	0.00003
Cronobacter sakazakii	28141	S	70	73	143	0.00004
Cronobacter muytjensii	413501	S	64	57	121	0.00003
Cronobacter condimenti	1163710	S	47	21	68	0.00002
Cronobacter malonaticus	413503	S	31	46	77	0.00002
Cronobacter turicensis	413502	S	26	18	44	0.00001
Salmonella enterica	28901	S	294	4810	5104	0.00142
Salmonella bongori	54736	S	16	-16	0	0.00000
Kosakonia oryzae	497725	S	107	105	212	0.00006
Kosakonia cowanii	208223	S	63	19	82	0.00002
Kosakonia sacchari	1158459	S	49	19	68	0.00002
Kosakonia radicincitans	283686	S	13	28	41	0.00001
Lelliottia amnigena	61646	S	104	36	140	0.00004
Lelliottia sp. WB101	2153385	S	97	35	132	0.00004
Lelliottia nimipressuralis	69220	S	57	47	104	0.00003
Lelliottia jeotgali	1907578	S	47	17	64	0.00002
Cedecea neteri	158822	S	277	98	375	0.00010
Pluralibacter gergoviae	61647	S	167	80	247	0.00007
[Enterobacter] lignolyticus	1334193	S	43	14	57	0.00002
Raoultella ornithinolytica	54291	S	144	381	525	0.00015
Raoultella planticola	575	S	11	19	30	0.00001
Leclercia sp. LSNIH3	1920116	S	42	450	492	0.00014
Leclercia sp. LSNIH1	1920114	S	37	226	263	0.00007
Gibbsiella quercinecans	929813	S	136	32	168	0.00005
Shimwellia blattae	563	S	97	31	128	0.00004
Limnobaculum parvum	2172103	S	53	17	70	0.00002
Shigella flexneri	623	S	28	256	284	0.00008
Kluyvera intermedia	61648	S	25	99	124	0.00003
Serratia marcescens	615	S	531	1304	1835	0.00051
Serratia sp. ATCC 39006	104623	S	345	73	418	0.00012
Serratia plymuthica	82996	S	121	91	212	0.00006
Serratia ficaria	61651	S	110	46	156	0.00004
Serratia sp. FGI94	671990	S	89	132	221	0.00006
Serratia fonticola	47917	S	84	22	106	0.00003
Serratia proteamaculans	28151	S	81	29	110	0.00003
Serratia liquefaciens	614	S	34	15	49	0.00001
Serratia sp. YD25	1759437	S	17	17	34	0.00001
Yersinia entomophaga	935293	S	284	123	407	0.00011
Yersinia enterocolitica	630	S	80	45	125	0.00003
Yersinia frederiksenii	29484	S	38	166	204	0.00006
Yersinia aleksiciae	263819	S	34	26	60	0.00002
Yersinia ruckeri	29486	S	27	11	38	0.00001
Yersinia aldovae	29483	S	17	9	26	0.00001
Yersinia rohdei	29485	S	11	5	16	0.00000
Rahnella sp. ERMR1:05	1805933	S	116	47	163	0.00005
Rahnella aquatilis	34038	S	17	183	200	0.00006
Chania multitudinisentens	1639108	S	77	336	413	0.00012
Dickeya chrysanthemi	556	S	199	158	357	0.00010
Dickeya zeae	204042	S	114	52	166	0.00005
Dickeya dianthicola	204039	S	108	86	194	0.00005
Dickeya paradisiaca	69223	S	89	7	96	0.00003
Dickeya solani	1089444	S	78	201	279	0.00008
Dickeya dadantii	204038	S	50	66	116	0.00003
Dickeya sp. NCPPB 3274	568766	S	13	23	36	0.00001
Pectobacterium carotovorum	554	S	217	161	378	0.00011
Pectobacterium atrosepticum	29471	S	45	24	69	0.00002
Pectobacterium parmentieri	1905730	S	37	32	69	0.00002
Pectobacterium polaris	2042057	S	12	14	26	0.00001
Brenneria sp. EniD312	598467	S	359	85	444	0.00012
Brenneria goodwinii	1109412	S	84	17	101	0.00003
Sodalis glossinidius	63612	S	251	92	343	0.00010
Sodalis praecaptivus	1239307	S	25	33	58	0.00002
Candidatus Sodalis pierantonius	1486991	S	15	20	35	0.00001
Lonsdalea britannica	1082704	S	132	42	174	0.00005
Pantoea vagans	470934	S	289	266	555	0.00015
Pantoea ananatis	553	S	181	79	260	0.00007
Pantoea agglomerans	549	S	115	87	202	0.00006
Pantoea sp. At-9b	592316	S	93	20	113	0.00003
Pantoea gaviniae	665914	S	76	44	120	0.00003
Pantoea rwandensis	1076550	S	60	23	83	0.00002
Pantoea sp. PSNIH1	1484158	S	34	157	191	0.00005
Pantoea stewartii	66269	S	33	10	43	0.00001
Candidatus Pantoea carbekii	1235990	S	13	1	14	0.00000
Erwinia billingiae	182337	S	219	61	280	0.00008
Erwinia persicina	55211	S	82	30	112	0.00003
Erwinia tasmaniensis	338565	S	48	16	64	0.00002
Erwinia amylovora	552	S	38	18	56	0.00002
Erwinia gerundensis	1619313	S	21	5	26	0.00001
Buchnera aphidicola	9	S	159	23	182	0.00005
Tatumella ptyseos	82987	S	10	2	12	0.00000
Morganella morganii	582	S	257	268	525	0.00015
Providencia rettgeri	587	S	159	322	481	0.00013
Providencia stuartii	588	S	30	73	103	0.00003
Providencia heimbachae	333962	S	13	9	22	0.00001
Providencia sp. WCHPr000369	2027290	S	13	74	87	0.00002
Proteus mirabilis	584	S	135	684	819	0.00023
Proteus vulgaris	585	S	86	21	107	0.00003
Xenorhabdus nematophila	628	S	33	7	40	0.00001
Xenorhabdus hominickii	351679	S	31	10	41	0.00001
Xenorhabdus doucetiae	351671	S	30	5	35	0.00001
Xenorhabdus poinarii	40577	S	27	8	35	0.00001
Xenorhabdus bovienii	40576	S	11	2	13	0.00000
Photorhabdus asymbiotica	291112	S	76	27	103	0.00003
Photorhabdus thracensis	230089	S	18	18	36	0.00001
Candidatus Arsenophonus lipoptenae	634113	S	32	9	41	0.00001
Edwardsiella ictaluri	67780	S	52	125	177	0.00005
Edwardsiella tarda	636	S	38	213	251	0.00007
Edwardsiella hoshinae	93378	S	38	22	60	0.00002
Hafnia alvei	569	S	67	55	122	0.00003
Obesumbacterium proteus	82983	S	33	36	69	0.00002
Plesiomonas shigelloides	703	S	107	84	191	0.00005
Leminorella richardii	158841	S	18	4	22	0.00001
Pragia fontium	82985	S	17	4	21	0.00001
Pseudoalteromonas spongiae	298657	S	8384	2536	10920	0.00304
Pseudoalteromonas piratica	1348114	S	216	62	278	0.00008
Pseudoalteromonas piscicida	43662	S	109	51	160	0.00004
Pseudoalteromonas tunicata	314281	S	102	23	125	0.00003
Pseudoalteromonas donghaensis	621376	S	79	32	111	0.00003
Pseudoalteromonas phenolica	161398	S	77	27	104	0.00003
Pseudoalteromonas carrageenovora	227	S	76	36	112	0.00003
Pseudoalteromonas espejiana	28107	S	67	26	93	0.00003
Pseudoalteromonas atlantica	288	S	34	22	56	0.00002
Pseudoalteromonas agarivorans	176102	S	30	63	93	0.00003
Pseudoalteromonas rubra	43658	S	28	7	35	0.00001
Pseudoalteromonas arctica	394751	S	27	19	46	0.00001
Pseudoalteromonas luteoviolacea	43657	S	25	7	32	0.00001
Pseudoalteromonas sp. NC201	1514074	S	16	13	29	0.00001
Pseudoalteromonas translucida	166935	S	14	14	28	0.00001
Pseudoalteromonas nigrifaciens	28109	S	13	85	98	0.00003
Marinobacter sp. es.042	1761794	S	645	208	853	0.00024
Marinobacter similis	1420916	S	360	26	386	0.00011
Marinobacter sp. CP1	1671721	S	356	313	669	0.00019
Marinobacter salinus	1874317	S	348	39	387	0.00011
Marinobacter hydrocarbonoclasticus	2743	S	343	261	604	0.00017
Marinobacter salarius	1420917	S	340	48	388	0.00011
Marinobacter sp. LV10R510-11A	1415568	S	271	28	299	0.00008
Marinobacter sp. LQ44	1749259	S	244	186	430	0.00012
Marinobacter sp. Arc7-DN-1	2304594	S	238	33	271	0.00008
Marinobacter sp. BSs20148	490759	S	53	19	72	0.00002
Marinobacter psychrophilus	330734	S	36	13	49	0.00001
Alteromonas mediterranea	314275	S	416	1241	1657	0.00046
Alteromonas macleodii	28108	S	297	145	442	0.00012
Alteromonas naphthalenivorans	715451	S	150	78	228	0.00006
Alteromonas sp. RKMC-009	2267264	S	54	6	60	0.00002
Alteromonas sp. MB-3u-76	2058133	S	50	67	117	0.00003
Alteromonas australica	589873	S	39	5	44	0.00001
Alteromonas sp. BL110	1714845	S	34	4	38	0.00001
Alteromonas sp. RW2A1	1917158	S	15	51	66	0.00002
Alteromonas stellipolaris	233316	S	13	333	346	0.00010
Salinimonas sp. HMF8227	2183582	S	327	53	380	0.00011
Salinimonas sp. N102	2303538	S	27	16	43	0.00001
Agarivorans gilvus	680279	S	208	42	250	0.00007
Glaciecola sp. 4H-3-7+YE-5	983545	S	39	11	50	0.00001
Glaciecola nitratireducens	300231	S	29	2	31	0.00001
Catenovulum sp. CCB-QB4	2172099	S	64	8	72	0.00002
Lacimicrobium alkaliphilum	1526571	S	57	5	62	0.00002
Paraglaciecola psychrophila	326544	S	13	1	14	0.00000
Shewanella denitrificans	192073	S	177	37	214	0.00006
Shewanella algae	38313	S	116	296	412	0.00011
Shewanella psychrophila	225848	S	99	19	118	0.00003
Shewanella amazonensis	60478	S	98	20	118	0.00003
Shewanella baltica	62322	S	95	80	175	0.00005
Shewanella sp. ANA-3	94122	S	80	190	270	0.00008
Shewanella japonica	93973	S	75	12	87	0.00002
Shewanella loihica	359303	S	71	24	95	0.00003
Shewanella marisflavi	260364	S	55	14	69	0.00002
Shewanella sp. WE21	2029986	S	53	28	81	0.00002
Shewanella oneidensis	70863	S	51	26	77	0.00002
Shewanella sp. Pdp11	2059264	S	49	111	160	0.00004
Shewanella frigidimarina	56812	S	45	23	68	0.00002
Shewanella sediminis	271097	S	33	8	41	0.00001
Shewanella halifaxensis	271098	S	32	7	39	0.00001
Shewanella violacea	60217	S	31	8	39	0.00001
Shewanella pealeana	70864	S	30	9	39	0.00001
Shewanella woodyi	60961	S	24	4	28	0.00001
Shewanella piezotolerans	404011	S	23	3	26	0.00001
Shewanella sp. MR-7	60481	S	19	33	52	0.00001
Shewanella benthica	43661	S	17	5	22	0.00001
Shewanella sp. W3-18-1	351745	S	16	233	249	0.00007
Shewanella putrefaciens	24	S	11	108	119	0.00003
Colwellia psychrerythraea	28229	S	321	109	430	0.00012
Colwellia sp. MT41	58049	S	304	101	405	0.00011
Colwellia sp. PAMC 20917	1816218	S	172	43	215	0.00006
Colwellia sp. Arc7-D	2161872	S	136	106	242	0.00007
Colwellia beringensis	1967665	S	70	91	161	0.00004
Colwellia sp. PAMC 21821	1816219	S	31	32	63	0.00002
Thalassotalea crassostreae	1763536	S	172	40	212	0.00006
Ferrimonas balearica	44012	S	318	80	398	0.00011
Idiomarina loihiensis	135577	S	58	-58	0	0.00000
Idiomarina sp. OT37-5b	2100422	S	48	24	72	0.00002
Idiomarina piscisalsi	1096243	S	13	6	19	0.00001
Idiomarinaceae bacterium HL-53	1298881	S	99	102	201	0.00006
Psychromonas ingrahamii	357794	S	84	29	113	0.00003
Psychromonas sp. CNPT3	314282	S	22	11	33	0.00001
Moritella yayanosii	69539	S	20	26	46	0.00001
Moritella viscosa	80854	S	18	15	33	0.00001
Lysobacter maris	1605891	S	1283	465	1748	0.00049
Lysobacter enzymogenes	69	S	526	314	840	0.00023
Lysobacter capsici	435897	S	463	220	683	0.00019
Lysobacter antibioticus	84531	S	373	168	541	0.00015
Lysobacter gummosus	262324	S	345	181	526	0.00015
Lysobacter sp. TY2-98	2290922	S	306	78	384	0.00011
Stenotrophomonas maltophilia	40324	S	860	1346	2206	0.00062
Stenotrophomonas sp. YAU14A_MKIMI4_1	2072408	S	74	453	527	0.00015
Stenotrophomonas sp. ZAC14D2_NAIMI4_7	2072405	S	53	58	111	0.00003
Stenotrophomonas sp. SAU14A_NAIMI4_5	2072413	S	52	40	92	0.00003
Stenotrophomonas sp. ESTM1D_MKCIP4_1	2072414	S	47	23	70	0.00002
Stenotrophomonas sp. ZAC14A_NAIMI4_1	2072412	S	44	85	129	0.00004
Stenotrophomonas sp. ZAC14D2_NAIMI4_6	2072406	S	30	60	90	0.00003
Stenotrophomonas sp. YAU14D1_LEIMI4_1	2072407	S	20	34	54	0.00002
Stenotrophomonas acidaminiphila	128780	S	405	870	1275	0.00036
Stenotrophomonas rhizophila	216778	S	280	114	394	0.00011
Stenotrophomonas sp. Pemsol	2040586	S	116	146	262	0.00007
Stenotrophomonas sp. LM091	1904944	S	114	94	208	0.00006
Stenotrophomonas sp. G4	2303750	S	42	82	124	0.00003
Stenotrophomonas sp. MYb57	1827305	S	36	69	105	0.00003
Stenotrophomonas sp. WZN-1	2005046	S	25	58	83	0.00002
Xanthomonas sacchari	56458	S	376	246	622	0.00017
Xanthomonas translucens	343	S	353	132	485	0.00014
Xanthomonas campestris	339	S	326	200	526	0.00015
Xanthomonas vesicatoria	56460	S	198	256	454	0.00013
Xanthomonas oryzae	347	S	194	67	261	0.00007
Xanthomonas citri	346	S	112	305	417	0.00012
Xanthomonas euvesicatoria	456327	S	108	575	683	0.00019
Xanthomonas cassavae	56450	S	89	35	124	0.00003
Xanthomonas albilineans	29447	S	82	17	99	0.00003
Xanthomonas hortorum	56454	S	76	39	115	0.00003
Xanthomonas phaseoli	1985254	S	69	47	116	0.00003
Xanthomonas vasicola	56459	S	61	21	82	0.00002
Xanthomonas arboricola	56448	S	46	28	74	0.00002
Xanthomonas gardneri	90270	S	35	209	244	0.00007
Xanthomonas fragariae	48664	S	31	23	54	0.00002
Xanthomonas perforans	442694	S	19	202	221	0.00006
Pseudoxanthomonas suwonensis	314722	S	691	407	1098	0.00031
Pseudoxanthomonas spadix	415229	S	450	480	930	0.00026
Luteimonas sp. JM171	1896164	S	334	121	455	0.00013
Luteimonas sp. 100111	2006110	S	289	92	381	0.00011
Luteimonas sp. 83-4	2172536	S	222	96	318	0.00009
Xylella taiwanensis	1444770	S	54	3	57	0.00002
Xylella fastidiosa	2371	S	48	16	64	0.00002
Dyella japonica	231455	S	568	189	757	0.00021
Dyella jiangningensis	1379159	S	375	99	474	0.00013
Dyella thiooxydans	445710	S	348	165	513	0.00014
Rhodanobacter denitrificans	666685	S	364	166	530	0.00015
Ahniella affigens	2021234	S	339	17	356	0.00010
Dokdonella koreensis	323415	S	273	92	365	0.00010
Luteibacter rhizovicinus	242606	S	187	28	215	0.00006
Frateuria aurantia	81475	S	163	46	209	0.00006
Halomonas beimenensis	475662	S	744	158	902	0.00025
Halomonas sp. JS92-SW72	2306583	S	734	305	1039	0.00029
Halomonas sp. SF2003	2136172	S	706	403	1109	0.00031
Halomonas subglaciescola	29571	S	611	120	731	0.00020
Halomonas sp. 1513	1883416	S	451	83	534	0.00015
Halomonas elongata	2746	S	387	48	435	0.00012
Halomonas aestuarii	1897729	S	354	75	429	0.00012
Halomonas chromatireducens	507626	S	303	29	332	0.00009
Halomonas huangheensis	1178482	S	266	24	290	0.00008
Halomonas hydrothermalis	115561	S	232	87	319	0.00009
Halomonas sp. KO116	1504981	S	191	173	364	0.00010
Halomonas sp. A3H3	1346287	S	159	45	204	0.00006
Halomonas sp. hl-4	1761789	S	113	864	977	0.00027
Halomonas sp. N3-2A	2014541	S	81	64	145	0.00004
Halomonas sp. GT	1971364	S	67	25	92	0.00003
Halomonas sp. GFAJ-1	1118153	S	63	12	75	0.00002
Halomonas campaniensis	213554	S	13	9	22	0.00001
Kushneria konosiri	698828	S	287	58	345	0.00010
Kushneria marisflavi	157779	S	254	50	304	0.00008
Chromohalobacter salexigens	158080	S	391	65	456	0.00013
Cobetia marina	28258	S	279	160	439	0.00012
Salinicola tamaricis	1771309	S	275	57	332	0.00009
Halotalea alkalilenta	376489	S	267	142	409	0.00011
Zymobacter palmae	33074	S	118	68	186	0.00005
Candidatus Evansia muelleri	1495769	S	16	3	19	0.00001
Candidatus Carsonella ruddii	114186	S	11	5	16	0.00000
Alcanivorax sp. N3-2A	2014542	S	398	872	1270	0.00035
Alcanivorax dieselolei	285091	S	364	80	444	0.00012
Alcanivorax pacificus	1306787	S	280	234	514	0.00014
Alcanivorax xenomutans	1094342	S	168	92	260	0.00007
Alcanivorax sp. NBRC 101098	1113728	S	78	622	700	0.00020
Ketobacter alkanivorans	1917421	S	262	91	353	0.00010
Marinomonas primoryensis	178399	S	293	61	354	0.00010
Marinomonas mediterranea	119864	S	95	17	112	0.00003
Marinomonas posidonica	936476	S	77	16	93	0.00003
Marinomonas sp. MWYL1	400668	S	50	9	59	0.00002
Marinobacterium aestuarii	1821621	S	371	64	435	0.00012
Bacterioplanes sanyensis	1249553	S	304	32	336	0.00009
Thalassolituus oleivorans	187493	S	159	85	244	0.00007
Oleispira antarctica	188908	S	94	10	104	0.00003
Saccharospirillum mangrovi	2161747	S	493	107	600	0.00017
Reinekea forsetii	1336806	S	291	44	335	0.00009
Gynuella sunshinyii	1445505	S	76	7	83	0.00002
Kangiella geojedonensis	914150	S	115	20	135	0.00004
Kangiella profundi	1561924	S	81	46	127	0.00004
Kangiella sediminilitoris	1144748	S	71	10	81	0.00002
Kangiella koreensis	261964	S	61	25	86	0.00002
Hahella chejuensis	158327	S	203	18	221	0.00006
Oleiphilus messinensis	141451	S	157	43	200	0.00006
Endozoicomonas montiporae	1027273	S	104	12	116	0.00003
Thioalkalivibrio paradoxus	108010	S	418	133	551	0.00015
Thioalkalivibrio sulfidiphilus	1033854	S	384	712	1096	0.00031
Thioalkalivibrio versutus	106634	S	301	42	343	0.00010
Thioalkalivibrio nitratireducens	186931	S	252	72	324	0.00009
Thioalkalivibrio sp. K90mix	396595	S	186	31	217	0.00006
Acidihalobacter prosperus	160660	S	950	126	1076	0.00030
Acidihalobacter ferrooxidans	1765967	S	683	88	771	0.00021
Ectothiorhodospira sp. BSL-9	1442136	S	669	77	746	0.00021
Alkalilimnicola ehrlichii	351052	S	666	93	759	0.00021
Spiribacter curvatus	1335757	S	264	16	280	0.00008
