name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Stenotrophomonas sp. ZAC14A_NAIMI4_1	2072412	S	113	452	565	0.00014
Stenotrophomonas sp. YAU14D1_LEIMI4_1	2072407	S	108	387	495	0.00012
Stenotrophomonas sp. YAU14A_MKIMI4_1	2072408	S	40	536	576	0.00014
Stenotrophomonas sp. SAU14A_NAIMI4_8	2072409	S	17	227	244	0.00006
Stenotrophomonas acidaminiphila	128780	S	5832	15463	21295	0.00513
Stenotrophomonas rhizophila	216778	S	3885	2295	6180	0.00149
Stenotrophomonas sp. LM091	1904944	S	1794	2160	3954	0.00095
Stenotrophomonas sp. Pemsol	2040586	S	510	921	1431	0.00034
Stenotrophomonas sp. G4	2303750	S	442	1250	1692	0.00041
Stenotrophomonas sp. WZN-1	2005046	S	269	911	1180	0.00028
Stenotrophomonas sp. MYb57	1827305	S	229	634	863	0.00021
Xanthomonas translucens	343	S	2717	1351	4068	0.00098
Xanthomonas campestris	339	S	2157	1901	4058	0.00098
Xanthomonas sacchari	56458	S	2016	1888	3904	0.00094
Xanthomonas citri	346	S	1446	4288	5734	0.00138
Xanthomonas albilineans	29447	S	1109	306	1415	0.00034
Xanthomonas vesicatoria	56460	S	1042	1867	2909	0.00070
Xanthomonas phaseoli	1985254	S	891	593	1484	0.00036
Xanthomonas fragariae	48664	S	657	750	1407	0.00034
Xanthomonas cassavae	56450	S	646	331	977	0.00024
Xanthomonas oryzae	347	S	564	247	811	0.00020
Xanthomonas euvesicatoria	456327	S	413	2604	3017	0.00073
Xanthomonas perforans	442694	S	321	4142	4463	0.00108
Xanthomonas vasicola	56459	S	287	139	426	0.00010
Xanthomonas arboricola	56448	S	239	189	428	0.00010
Xanthomonas gardneri	90270	S	205	1551	1756	0.00042
Xanthomonas hortorum	56454	S	181	118	299	0.00007
Pseudoxanthomonas suwonensis	314722	S	8322	7209	15531	0.00374
Pseudoxanthomonas spadix	415229	S	2943	4634	7577	0.00183
Luteimonas sp. JM171	1896164	S	5088	2218	7306	0.00176
Luteimonas sp. 83-4	2172536	S	3321	1940	5261	0.00127
Luteimonas sp. 100111	2006110	S	2550	1092	3642	0.00088
Xylella taiwanensis	1444770	S	384	120	504	0.00012
Xylella fastidiosa	2371	S	170	135	305	0.00007
Dyella thiooxydans	445710	S	3597	2416	6013	0.00145
Dyella japonica	231455	S	3487	1782	5269	0.00127
Dyella jiangningensis	1379159	S	2505	1000	3505	0.00084
Dokdonella koreensis	323415	S	5137	2289	7426	0.00179
Rhodanobacter denitrificans	666685	S	3288	2267	5555	0.00134
Luteibacter rhizovicinus	242606	S	2440	561	3001	0.00072
Ahniella affigens	2021234	S	1634	110	1744	0.00042
Frateuria aurantia	81475	S	1455	632	2087	0.00050
Woeseia oceani	1548547	S	56260	2325	58585	0.01412
Thioalkalivibrio sulfidiphilus	1033854	S	4098	10194	14292	0.00344
Thioalkalivibrio sp. K90mix	396595	S	2469	625	3094	0.00075
Thioalkalivibrio versutus	106634	S	2315	474	2789	0.00067
Thioalkalivibrio nitratireducens	186931	S	2104	985	3089	0.00074
Thioalkalivibrio paradoxus	108010	S	1437	747	2184	0.00053
Acidihalobacter prosperus	160660	S	2675	645	3320	0.00080
Acidihalobacter ferrooxidans	1765967	S	1501	449	1950	0.00047
Alkalilimnicola ehrlichii	351052	S	2824	561	3385	0.00082
Ectothiorhodospira sp. BSL-9	1442136	S	2815	474	3289	0.00079
Halorhodospira halophila	1053	S	2280	332	2612	0.00063
Halorhodospira halochloris	1052	S	377	27	404	0.00010
Spiribacter salinus	1335746	S	1397	188	1585	0.00038
Spiribacter curvatus	1335757	S	775	65	840	0.00020
Thioflavicoccus mobilis	80679	S	4248	1039	5287	0.00127
Chromatiaceae bacterium 2141T.STBD.0c.01a	1978339	S	2671	226	2897	0.00070
Thiocystis violascens	73141	S	2279	490	2769	0.00067
Allochromatium vinosum	1049	S	2098	915	3013	0.00073
Marichromatium purpuratum	37487	S	1941	1062	3003	0.00072
Candidatus Thiodictyon syntrophicum	1166950	S	1549	187	1736	0.00042
Nitrosococcus oceani	1229	S	334	141	475	0.00011
Nitrosococcus halophilus	133539	S	119	9	128	0.00003
Nitrosococcus watsonii	473531	S	102	42	144	0.00003
Candidatus Nitrosoglobus terrae	1630141	S	28	6	34	0.00001
Wenzhouxiangella marina	1579979	S	10638	1195	11833	0.00285
Halothiobacillus sp. LS2	1860122	S	1257	177	1434	0.00035
Halothiobacillus neapolitanus	927	S	945	240	1185	0.00029
Granulosicoccus antarcticus	437505	S	568	23	591	0.00014
Pseudomonas aeruginosa	287	S	3497	17373	20870	0.00503
Pseudomonas resinovorans	53412	S	1425	934	2359	0.00057
Pseudomonas mendocina	300	S	1423	1682	3105	0.00075
Pseudomonas citronellolis	53408	S	1387	1502	2889	0.00070
Pseudomonas furukawaii	1149133	S	692	690	1382	0.00033
Pseudomonas pseudoalcaligenes	330	S	57	764	821	0.00020
Pseudomonas alcaligenes	43263	S	435	211	646	0.00016
Pseudomonas fluorescens	294	S	2789	7171	9960	0.00240
Pseudomonas protegens	380021	S	1436	1113	2549	0.00061
Pseudomonas tolaasii	29442	S	821	441	1262	0.00030
Pseudomonas corrugata	47879	S	440	308	748	0.00018
Pseudomonas poae	200451	S	338	345	683	0.00016
Pseudomonas azotoformans	47878	S	298	408	706	0.00017
Pseudomonas orientalis	76758	S	258	245	503	0.00012
Pseudomonas mediterranea	183795	S	237	177	414	0.00010
Pseudomonas trivialis	200450	S	221	221	442	0.00011
Pseudomonas mandelii	75612	S	195	310	505	0.00012
Pseudomonas synxantha	47883	S	193	289	482	0.00012
Pseudomonas extremorientalis	169669	S	185	250	435	0.00010
Pseudomonas mucidolens	46679	S	166	98	264	0.00006
Pseudomonas cedrina	651740	S	143	121	264	0.00006
Pseudomonas rhodesiae	76760	S	141	659	800	0.00019
Pseudomonas brenneri	129817	S	124	124	248	0.00006
Pseudomonas veronii	76761	S	42	197	239	0.00006
Pseudomonas libanensis	75588	S	38	70	108	0.00003
Pseudomonas putida	303	S	4095	12477	16572	0.00399
Pseudomonas monteilii	76759	S	1245	1104	2349	0.00057
Pseudomonas fulva	47880	S	748	386	1134	0.00027
Pseudomonas oryzihabitans	47885	S	568	234	802	0.00019
Pseudomonas plecoglossicida	70775	S	352	1456	1808	0.00044
Pseudomonas mosselii	78327	S	75	1001	1076	0.00026
Pseudomonas stutzeri	316	S	5471	7930	13401	0.00323
Pseudomonas balearica	74829	S	586	1711	2297	0.00055
Pseudomonas xanthomarina	271420	S	464	246	710	0.00017
Pseudomonas syringae	317	S	1151	4942	6093	0.00147
Pseudomonas viridiflava	33069	S	419	267	686	0.00017
Pseudomonas cichorii	36746	S	232	114	346	0.00008
Pseudomonas amygdali	47877	S	108	180	288	0.00007
Pseudomonas savastanoi	29438	S	40	92	132	0.00003
Pseudomonas syringae group genomosp. 3	251701	S	62	141	203	0.00005
Pseudomonas fuscovaginae	50340	S	54	150	204	0.00005
Pseudomonas sp. Lz4W	1206777	S	15	146	161	0.00004
Pseudomonas oryzae	1392877	S	1646	1427	3073	0.00074
Pseudomonas sp. ATCC 13867	1294143	S	1564	1194	2758	0.00066
Pseudomonas chlororaphis	587753	S	1071	1831	2902	0.00070
Pseudomonas taetrolens	47884	S	191	119	310	0.00007
Pseudomonas fragi	296	S	123	755	878	0.00021
Pseudomonas sp. StFLB209	1028989	S	1193	917	2110	0.00051
Pseudomonas guangdongensis	1245526	S	1145	1040	2185	0.00053
Pseudomonas psychrotolerans	237610	S	1086	450	1536	0.00037
Pseudomonas sp. K2W31S-8	2320867	S	1076	469	1545	0.00037
Pseudomonas sp. CC6-YY-74	1930532	S	1034	415	1449	0.00035
Pseudomonas xinjiangensis	487184	S	918	178	1096	0.00026
Pseudomonas salegens	1434072	S	890	157	1047	0.00025
Pseudomonas sabulinigri	472181	S	850	158	1008	0.00024
Pseudomonas knackmussii	65741	S	738	3492	4230	0.00102
Pseudomonas litoralis	797277	S	703	351	1054	0.00025
Pseudomonas sp. S-6-2	1931241	S	654	144	798	0.00019
Pseudomonas vancouverensis	95300	S	589	395	984	0.00024
Pseudomonas rhizosphaerae	216142	S	586	331	917	0.00022
Pseudomonas pohangensis	364197	S	576	133	709	0.00017
Pseudomonas koreensis	198620	S	543	811	1354	0.00033
Pseudomonas parafulva	157782	S	526	358	884	0.00021
Pseudomonas sp. R2A2	2213057	S	511	535	1046	0.00025
Pseudomonas sp. TCU-HL1	1856685	S	496	186	682	0.00016
Pseudomonas sp. M30-35	1981174	S	494	122	616	0.00015
Pseudomonas saudiphocaensis	1499686	S	466	303	769	0.00019
Pseudomonas sp. 02C 26	2054914	S	430	220	650	0.00016
Pseudomonas alkylphenolica	237609	S	428	408	836	0.00020
Pseudomonas sp. LG1E9	2219057	S	387	413	800	0.00019
Pseudomonas frederiksbergensis	104087	S	321	428	749	0.00018
Pseudomonas sp. MRSN12121	1611770	S	321	2351	2672	0.00064
Pseudomonas entomophila	312306	S	317	251	568	0.00014
Pseudomonas sp. 7SR1	1881017	S	315	213	528	0.00013
Pseudomonas cremoricolorata	157783	S	312	172	484	0.00012
Pseudomonas sp. HLS-6	2049589	S	300	390	690	0.00017
Pseudomonas granadensis	1421430	S	300	831	1131	0.00027
Pseudomonas arsenicoxydans	702115	S	290	220	510	0.00012
Pseudomonas moraviensis	321662	S	278	424	702	0.00017
Pseudomonas lurida	244566	S	274	2286	2560	0.00062
Pseudomonas thivervalensis	86265	S	244	277	521	0.00013
Pseudomonas kribbensis	1628086	S	219	238	457	0.00011
Pseudomonas prosekii	1148509	S	207	147	354	0.00009
Pseudomonas sp. URMO17WK12:I11	1283291	S	189	609	798	0.00019
Pseudomonas sp. NS1(2017)	2025658	S	184	213	397	0.00010
Pseudomonas sp. UW4	1207075	S	182	156	338	0.00008
Pseudomonas asplenii	53407	S	181	520	701	0.00017
Pseudomonas agarici	46677	S	177	29	206	0.00005
Pseudomonas sp. LH1G9	2083055	S	173	869	1042	0.00025
Pseudomonas umsongensis	198618	S	173	123	296	0.00007
Pseudomonas psychrophila	122355	S	168	132	300	0.00007
Pseudomonas extremaustralis	359110	S	165	156	321	0.00008
Pseudomonas silesiensis	1853130	S	162	126	288	0.00007
Pseudomonas sp. B10	118613	S	160	413	573	0.00014
Pseudomonas sp. LPH1	1898684	S	153	217	370	0.00009
Pseudomonas sp. PONIH3	1636610	S	146	3107	3253	0.00078
Pseudomonas antarctica	219572	S	143	134	277	0.00007
Pseudomonas palleroniana	191390	S	131	65	196	0.00005
Pseudomonas brassicacearum	930166	S	121	1275	1396	0.00034
Pseudomonas sp. CCOS 191	1649877	S	120	234	354	0.00009
Pseudomonas sp. phDV1	253237	S	113	1538	1651	0.00040
Pseudomonas lini	163011	S	109	100	209	0.00005
Pseudomonas sp. LAB-08	143813	S	109	88	197	0.00005
Pseudomonas versuta	1788301	S	103	84	187	0.00005
Pseudomonas sp. LG1D9	2083054	S	102	101	203	0.00005
Pseudomonas sp. NC02	2067572	S	102	109	211	0.00005
Pseudomonas sihuiensis	1274359	S	98	326	424	0.00010
Pseudomonas sp. S09G 359	2054919	S	95	93	188	0.00005
Pseudomonas reinekei	395598	S	88	64	152	0.00004
Pseudomonas sp. MT-1	150396	S	86	358	444	0.00011
Pseudomonas sp. 31-12	2201356	S	84	86	170	0.00004
Pseudomonas sp. DR 5-09	1534110	S	82	143	225	0.00005
Pseudomonas alcaliphila	101564	S	78	295	373	0.00009
Pseudomonas sp. FGI182	1259844	S	65	310	375	0.00009
Pseudomonas sp. St29	1500687	S	63	447	510	0.00012
Pseudomonas sp. 09C 129	2054915	S	56	211	267	0.00006
Pseudomonas sp. FDAARGOS_380	2018067	S	53	129	182	0.00004
Pseudomonas sp. Z003-0.4C(8344-21)	1855380	S	49	132	181	0.00004
Pseudomonas sp. GR 6-02	1659194	S	45	107	152	0.00004
Pseudomonas sp. A214	1855331	S	38	325	363	0.00009
Pseudomonas sp. Os17	1500686	S	33	233	266	0.00006
Pseudomonas sp. MYb193	1827300	S	29	58	87	0.00002
Pseudomonas sp. s211(2017)	2045200	S	21	169	190	0.00005
Pseudomonas sp. VLB120	69328	S	21	596	617	0.00015
Pseudomonas sp. TMW 2.1634	1886807	S	20	350	370	0.00009
Pseudomonas sp. XWY-1	2069256	S	15	160	175	0.00004
Pseudomonas cerasi	1583341	S	14	139	153	0.00004
Pseudomonas yamanorum	515393	S	13	94	107	0.00003
Pseudomonas sp. TKP	1415630	S	11	137	148	0.00004
Pseudomonas sp. SWI6	2083051	S	10	345	355	0.00009
Pseudomonas sp. SWI36	2083052	S	10	107	117	0.00003
Azotobacter chroococcum	353	S	1521	1592	3113	0.00075
Azotobacter vinelandii	354	S	643	-643	0	0.00000
Oblitimonas alkaliphila	1697053	S	140	122	262	0.00006
Acinetobacter lwoffii	28090	S	337	480	817	0.00020
Acinetobacter sp. WCHAc010034	1879049	S	171	263	434	0.00010
Acinetobacter pittii	48296	S	38	58	96	0.00002
Acinetobacter baumannii	470	S	25	312	337	0.00008
Acinetobacter nosocomialis	106654	S	13	11	24	0.00001
Acinetobacter radioresistens	40216	S	69	19	88	0.00002
Acinetobacter schindleri	108981	S	61	163	224	0.00005
Acinetobacter indicus	756892	S	57	37	94	0.00002
Acinetobacter larvae	1789224	S	45	6	51	0.00001
Acinetobacter equi	1324350	S	42	13	55	0.00001
Acinetobacter sp. ACNIH2	1758189	S	42	67	109	0.00003
Acinetobacter sp. WCHAc010005	2004650	S	37	143	180	0.00004
Acinetobacter sp. TTH0-4	1646498	S	34	21	55	0.00001
Acinetobacter sp. ACNIH1	1636603	S	32	79	111	0.00003
Acinetobacter oleivorans	1148157	S	28	19	47	0.00001
Acinetobacter junii	40215	S	27	40	67	0.00002
Acinetobacter soli	487316	S	24	5	29	0.00001
Acinetobacter sp. LoGeW2-3	1808001	S	23	7	30	0.00001
Acinetobacter haemolyticus	29430	S	22	17	39	0.00001
Acinetobacter wuhouensis	1879050	S	20	31	51	0.00001
Acinetobacter defluvii	1871111	S	19	64	83	0.00002
Acinetobacter sp. WCHA45	2004644	S	18	40	58	0.00001
Acinetobacter sp. SWBY1	2079596	S	18	28	46	0.00001
Acinetobacter sp. TGL-Y2	1407071	S	17	4	21	0.00001
Acinetobacter sp. WCHA55	2004646	S	17	84	101	0.00002
Acinetobacter sp. ADP1	62977	S	15	3	18	0.00000
Acinetobacter bereziniae	106648	S	10	1	11	0.00000
Acinetobacter sp. NCu2D-2	1608473	S	10	4	14	0.00000
Psychrobacter sp. DAB_AL43B	1028416	S	134	17	151	0.00004
Psychrobacter sp. AntiMn-1	1720344	S	54	15	69	0.00002
Psychrobacter sp. G	571800	S	42	95	137	0.00003
Psychrobacter alimentarius	261164	S	31	7	38	0.00001
Psychrobacter sp. P11F6	1699621	S	28	6	34	0.00001
Psychrobacter sp. P2G3	1699622	S	25	114	139	0.00003
Psychrobacter sp. P11G5	1699624	S	18	82	100	0.00002
Psychrobacter sp. PRwf-1	349106	S	16	75	91	0.00002
Psychrobacter urativorans	45610	S	15	2	17	0.00000
Psychrobacter cryohalolentis	330922	S	12	27	39	0.00001
Moraxella bovoculi	386891	S	96	80	176	0.00004
Moraxella osloensis	34062	S	78	21	99	0.00002
Moraxella bovis	476	S	25	6	31	0.00001
Moraxella catarrhalis	480	S	24	4	28	0.00001
Moraxellaceae bacterium HYN0046	2283318	S	55	4	59	0.00001
Enterobacter cloacae	550	S	455	4185	4640	0.00112
Enterobacter cancerogenus	69218	S	165	88	253	0.00006
Enterobacter asburiae	61645	S	137	94	231	0.00006
Enterobacter hormaechei	158836	S	129	3013	3142	0.00076
Enterobacter cloacae complex sp.	2027919	S	81	297	378	0.00009
Enterobacter roggenkampii	1812935	S	20	163	183	0.00004
Enterobacter sp. R4-368	1166130	S	367	243	610	0.00015
Enterobacter sp. FY-07	1692238	S	152	49	201	0.00005
Enterobacter sp. SA187	1914861	S	150	61	211	0.00005
Enterobacter sp. 638	399742	S	46	16	62	0.00001
Enterobacter bugandensis	881260	S	27	18	45	0.00001
Klebsiella aerogenes	548	S	533	627	1160	0.00028
Klebsiella pneumoniae	573	S	293	2361	2654	0.00064
Klebsiella oxytoca	571	S	95	542	637	0.00015
Klebsiella michiganensis	1134687	S	80	818	898	0.00022
Klebsiella quasivariicola	2026240	S	48	91	139	0.00003
Klebsiella quasipneumoniae	1463165	S	46	432	478	0.00012
Klebsiella variicola	244366	S	40	311	351	0.00008
Plautia stali symbiont	891974	S	497	151	648	0.00016
Enterobacteriaceae bacterium strain FGI 57	693444	S	223	109	332	0.00008
Enterobacteriaceae bacterium ENNIH1	2066051	S	111	589	700	0.00017
Enterobacteriaceae bacterium w6	2282310	S	24	53	77	0.00002
Enterobacteriaceae bacterium w17	2282309	S	16	60	76	0.00002
Candidatus Hamiltonella defensa	138072	S	35	11	46	0.00001
secondary endosymbiont of Ctenarytaina eucalypti	1199245	S	30	2	32	0.00001
secondary endosymbiont of Heteropsylla cubana	134287	S	17	1	18	0.00000
Blochmannia endosymbiont of Camponotus (Colobopsis) obliquus	1505597	S	34	11	45	0.00001
Candidatus Doolittlea endobia	1778262	S	40	6	46	0.00001
Candidatus Gullanella endobia	1070130	S	28	4	32	0.00001
Candidatus Hoaglandella endobia	1778263	S	25	4	29	0.00001
Candidatus Purcelliella pentastirinorum	472834	S	13	8	21	0.00001
Candidatus Tachikawaea gelatinosa	1410383	S	13	4	17	0.00000
Pluralibacter gergoviae	61647	S	746	401	1147	0.00028
[Enterobacter] lignolyticus	1334193	S	311	115	426	0.00010
Cronobacter sakazakii	28141	S	188	243	431	0.00010
Cronobacter dublinensis	413497	S	138	92	230	0.00006
Cronobacter muytjensii	413501	S	103	119	222	0.00005
Cronobacter malonaticus	413503	S	90	157	247	0.00006
Cronobacter condimenti	1163710	S	86	49	135	0.00003
Cronobacter turicensis	413502	S	39	33	72	0.00002
Cronobacter universalis	535744	S	34	56	90	0.00002
Citrobacter werkmanii	67827	S	127	132	259	0.00006
Citrobacter freundii	546	S	43	407	450	0.00011
Citrobacter freundii complex sp. CFNIH2	2066049	S	24	102	126	0.00003
Citrobacter rodentium	67825	S	100	36	136	0.00003
Citrobacter koseri	545	S	66	79	145	0.00003
Citrobacter amalonaticus	35703	S	65	107	172	0.00004
Citrobacter farmeri	67824	S	59	328	387	0.00009
Citrobacter sp. FDAARGOS_156	1702170	S	21	15	36	0.00001
Salmonella enterica	28901	S	629	4553	5182	0.00125
Salmonella bongori	54736	S	45	3	48	0.00001
Escherichia coli	562	S	377	18911	19288	0.00465
Escherichia marmotae	1499973	S	203	132	335	0.00008
Escherichia albertii	208962	S	53	57	110	0.00003
Escherichia fergusonii	564	S	15	48	63	0.00002
Raoultella ornithinolytica	54291	S	207	828	1035	0.00025
Raoultella planticola	575	S	43	91	134	0.00003
Lelliottia jeotgali	1907578	S	240	107	347	0.00008
Lelliottia amnigena	61646	S	116	43	159	0.00004
Lelliottia sp. WB101	2153385	S	71	32	103	0.00002
Lelliottia nimipressuralis	69220	S	45	36	81	0.00002
Kosakonia cowanii	208223	S	117	46	163	0.00004
Kosakonia sacchari	1158459	S	79	37	116	0.00003
Kosakonia oryzae	497725	S	44	238	282	0.00007
Limnobaculum parvum	2172103	S	358	119	477	0.00011
Leclercia sp. LSNIH1	1920114	S	74	539	613	0.00015
Leclercia adecarboxylata	83655	S	23	77	100	0.00002
Leclercia sp. LSNIH3	1920116	S	12	169	181	0.00004
Cedecea neteri	158822	S	201	87	288	0.00007
Gibbsiella quercinecans	929813	S	126	34	160	0.00004
Shimwellia blattae	563	S	96	39	135	0.00003
Candidatus Moranella endobia	1048758	S	48	-48	0	0.00000
Shigella dysenteriae	622	S	22	122	144	0.00003
Kluyvera intermedia	61648	S	24	114	138	0.00003
Candidatus Ishikawaella capsulata	168169	S	17	3	20	0.00000
Serratia marcescens	615	S	967	2740	3707	0.00089
Serratia sp. YD25	1759437	S	465	528	993	0.00024
Serratia plymuthica	82996	S	293	234	527	0.00013
Serratia ficaria	61651	S	197	102	299	0.00007
Serratia fonticola	47917	S	136	46	182	0.00004
Serratia sp. ATCC 39006	104623	S	131	36	167	0.00004
Serratia rubidaea	61652	S	128	433	561	0.00014
Serratia liquefaciens	614	S	78	54	132	0.00003
Serratia proteamaculans	28151	S	57	25	82	0.00002
Serratia sp. FGI94	671990	S	37	58	95	0.00002
Serratia sp. JKS000199	1938820	S	32	824	856	0.00021
Yersinia frederiksenii	29484	S	285	270	555	0.00013
Yersinia enterocolitica	630	S	228	174	402	0.00010
Yersinia entomophaga	935293	S	177	68	245	0.00006
Yersinia ruckeri	29486	S	173	76	249	0.00006
Yersinia pestis	632	S	72	19608	19680	0.00474
Yersinia pseudotuberculosis	633	S	49	255	304	0.00007
Yersinia similis	367190	S	15	5	20	0.00000
Yersinia aldovae	29483	S	81	31	112	0.00003
Yersinia aleksiciae	263819	S	37	18	55	0.00001
Yersinia rohdei	29485	S	27	10	37	0.00001
Yersinia massiliensis	419257	S	13	25	38	0.00001
Rahnella sp. ERMR1:05	1805933	S	83	28	111	0.00003
Rahnella aquatilis	34038	S	82	172	254	0.00006
Chania multitudinisentens	1639108	S	56	1064	1120	0.00027
Candidatus Fukatsuia symbiotica	1878942	S	49	5	54	0.00001
Dickeya zeae	204042	S	295	174	469	0.00011
Dickeya chrysanthemi	556	S	202	65	267	0.00006
Dickeya paradisiaca	69223	S	129	11	140	0.00003
Dickeya dadantii	204038	S	128	135	263	0.00006
Dickeya dianthicola	204039	S	96	584	680	0.00016
Dickeya solani	1089444	S	82	217	299	0.00007
Dickeya sp. MK7	1224145	S	56	904	960	0.00023
Dickeya sp. NCPPB 3274	568766	S	53	91	144	0.00003
Sodalis glossinidius	63612	S	110	58	168	0.00004
Sodalis praecaptivus	1239307	S	89	290	379	0.00009
Candidatus Sodalis pierantonius	1486991	S	47	156	203	0.00005
Sodalis endosymbiont of Henestaris halophilus	1929246	S	38	1	39	0.00001
Pectobacterium atrosepticum	29471	S	126	66	192	0.00005
Pectobacterium carotovorum	554	S	114	100	214	0.00005
Pectobacterium polaris	2042057	S	47	55	102	0.00002
Pectobacterium parmentieri	1905730	S	45	50	95	0.00002
Pectobacterium wasabiae	55208	S	32	24	56	0.00001
Brenneria sp. EniD312	598467	S	298	94	392	0.00009
Brenneria goodwinii	1109412	S	178	47	225	0.00005
Lonsdalea britannica	1082704	S	115	47	162	0.00004
Pantoea vagans	470934	S	443	459	902	0.00022
Pantoea gaviniae	665914	S	260	182	442	0.00011
Pantoea ananatis	553	S	180	124	304	0.00007
Pantoea alhagi	1891675	S	173	67	240	0.00006
Pantoea agglomerans	549	S	136	174	310	0.00007
Pantoea sp. At-9b	592316	S	73	19	92	0.00002
Pantoea sp. PSNIH1	1484158	S	63	356	419	0.00010
Pantoea rwandensis	1076550	S	59	30	89	0.00002
Pantoea stewartii	66269	S	49	18	67	0.00002
Erwinia persicina	55211	S	341	153	494	0.00012
Erwinia amylovora	552	S	244	100	344	0.00008
Erwinia tasmaniensis	338565	S	173	71	244	0.00006
Erwinia billingiae	182337	S	106	38	144	0.00003
Erwinia gerundensis	1619313	S	54	18	72	0.00002
Candidatus Erwinia sp. ErCipseudotaxifoliae	1922217	S	26	0	26	0.00001
Erwinia pyrifoliae	79967	S	16	40	56	0.00001
Erwinia sp. Ejp617	215689	S	16	41	57	0.00001
Buchnera aphidicola	9	S	130	-14	116	0.00003
Tatumella ptyseos	82987	S	50	20	70	0.00002
Tatumella citrea	53336	S	45	18	63	0.00002
Wigglesworthia glossinidia	51229	S	37	8	45	0.00001
Xenorhabdus bovienii	40576	S	174	68	242	0.00006
Xenorhabdus doucetiae	351671	S	128	35	163	0.00004
Xenorhabdus poinarii	40577	S	44	22	66	0.00002
Xenorhabdus hominickii	351679	S	38	14	52	0.00001
Xenorhabdus nematophila	628	S	20	7	27	0.00001
Morganella morganii	582	S	363	501	864	0.00021
Providencia rettgeri	587	S	84	239	323	0.00008
Providencia stuartii	588	S	33	94	127	0.00003
Providencia heimbachae	333962	S	33	37	70	0.00002
Providencia sp. WCHPr000369	2027290	S	28	232	260	0.00006
Providencia sneebia	516075	S	20	3	23	0.00001
Providencia alcalifaciens	126385	S	16	6	22	0.00001
Candidatus Arsenophonus lipoptenae	634113	S	99	19	118	0.00003
Photorhabdus asymbiotica	291112	S	29	19	48	0.00001
Photorhabdus thracensis	230089	S	17	32	49	0.00001
Proteus mirabilis	584	S	69	1008	1077	0.00026
Proteus vulgaris	585	S	15	5	20	0.00000
Edwardsiella ictaluri	67780	S	170	507	677	0.00016
Edwardsiella hoshinae	93378	S	72	42	114	0.00003
Edwardsiella tarda	636	S	70	563	633	0.00015
Hafnia alvei	569	S	97	92	189	0.00005
Hafnia sp. CBA7124	1848580	S	19	56	75	0.00002
Obesumbacterium proteus	82983	S	89	108	197	0.00005
Leminorella richardii	158841	S	106	37	143	0.00003
Pragia fontium	82985	S	23	8	31	0.00001
Plesiomonas shigelloides	703	S	107	118	225	0.00005
Halomonas beimenensis	475662	S	2394	697	3091	0.00074
Halomonas sp. JS92-SW72	2306583	S	2184	1333	3517	0.00085
Halomonas sp. 1513	1883416	S	1694	452	2146	0.00052
Halomonas elongata	2746	S	1538	276	1814	0.00044
Halomonas aestuarii	1897729	S	1326	394	1720	0.00041
Halomonas hydrothermalis	115561	S	1224	619	1843	0.00044
Halomonas chromatireducens	507626	S	1049	146	1195	0.00029
Halomonas sp. SF2003	2136172	S	895	971	1866	0.00045
Halomonas subglaciescola	29571	S	816	227	1043	0.00025
Halomonas huangheensis	1178482	S	388	52	440	0.00011
Halomonas sp. HL-93	1666906	S	375	2332	2707	0.00065
Halomonas sp. KO116	1504981	S	271	267	538	0.00013
Halomonas sp. GT	1971364	S	195	76	271	0.00007
Halomonas sp. GFAJ-1	1118153	S	170	48	218	0.00005
Halomonas sp. A3H3	1346287	S	149	34	183	0.00004
Halomonas sp. hl-4	1761789	S	121	732	853	0.00021
Halomonas sp. N3-2A	2014541	S	53	39	92	0.00002
Halomonas campaniensis	213554	S	32	21	53	0.00001
Salinicola tamaricis	1771309	S	1761	569	2330	0.00056
Chromohalobacter salexigens	158080	S	1137	300	1437	0.00035
Kushneria marisflavi	157779	S	635	170	805	0.00019
Kushneria konosiri	698828	S	311	85	396	0.00010
Halotalea alkalilenta	376489	S	968	702	1670	0.00040
Cobetia marina	28258	S	421	463	884	0.00021
Zymobacter palmae	33074	S	263	135	398	0.00010
Candidatus Carsonella ruddii	114186	S	25	18	43	0.00001
Candidatus Portiera aleyrodidarum	91844	S	10	4	14	0.00000
Alcanivorax xenomutans	1094342	S	1874	1239	3113	0.00075
Alcanivorax pacificus	1306787	S	1514	1818	3332	0.00080
Alcanivorax sp. N3-2A	2014542	S	1127	3270	4397	0.00106
Alcanivorax dieselolei	285091	S	675	157	832	0.00020
Alcanivorax sp. NBRC 101098	1113728	S	525	3674	4199	0.00101
Alcanivorax borkumensis	59754	S	47	321	368	0.00009
Ketobacter alkanivorans	1917421	S	421	157	578	0.00014
Marinobacterium aestuarii	1821621	S	1125	259	1384	0.00033
Marinomonas posidonica	936476	S	118	52	170	0.00004
Marinomonas mediterranea	119864	S	112	38	150	0.00004
Marinomonas primoryensis	178399	S	68	25	93	0.00002
Marinomonas sp. MWYL1	400668	S	67	22	89	0.00002
Oleispira antarctica	188908	S	397	60	457	0.00011
Bacterioplanes sanyensis	1249553	S	227	31	258	0.00006
Thalassolituus oleivorans	187493	S	204	169	373	0.00009
Saccharospirillum mangrovi	2161747	S	576	108	684	0.00016
Reinekea forsetii	1336806	S	559	71	630	0.00015
Gynuella sunshinyii	1445505	S	196	22	218	0.00005
