Sample	Reads	TaxID	Rank	Taxon
SRR24442555	81	536441	S	Chryseobacterium taklimakanense
SRR24442555	10	2015076	S	Chryseobacterium sp. T16E-39
SRR24442555	68	1324352	S	Chryseobacterium gallinarum
SRR24442555	9	558152	S	Chryseobacterium piperi
SRR24442555	48	1265445	S	Chryseobacterium camelliae
SRR24442555	5	1685010	S	Chryseobacterium glaciei
SRR24442555	6	1721091	S	Chryseobacterium sp. IHB B 17019
SRR24442555	190	1736674	S	Algibacter alginicilyticus
SRR24442555	50	1803846	S	Flavivirga eckloniae
SRR24442555	29	1239415	S	Dokdonia sp. PRO95
SRR24442555	53	983548	S	Dokdonia sp. 4H-3-7-5
SRR24442555	40	2173169	S	Dokdonia sp. Dokd-P16
SRR24442555	69	326320	S	Dokdonia donghaensis
SRR24442555	50	313590	S	Dokdonia sp. MED134
SRR24442555	24	1383885	S	Flagellimonas sp. HME9304
SRR24442555	123	34085	S	Riemerella anatipestifer
SRR24442555	232	1729720	S	Salegentibacter sp. T436
SRR24442555	18	143223	S	Salegentibacter salegens
SRR24442555	19	63186	S	Zobellia galactanivorans
SRR24442555	379	398743	S	Zunongwangia profunda
SRR24442555	58	313588	S	Croceibacter atlanticus
SRR24442555	13	2282170	S	Kordia sp. SMS9
SRR24442555	13	2094025	S	Aureitalea sp. RR4-38
SRR24442555	49	1790137	S	Wenyingzhuangia fucanilytica
SRR24442555	31	238	S	Elizabethkingia meningoseptica
SRR24442555	47	1117645	S	Elizabethkingia anophelis
SRR24442555	17	256	S	Myroides odoratus
SRR24442555	61	480520	S	Myroides profundi
SRR24442555	34	754429	S	Gilvibacter sp. SZ-19
SRR24442555	11	101385	S	Aequorivita sublithincola
SRR24442555	28	1014	S	Weeksella virosa
SRR24442555	23	1453352	S	Sediminicola sp. YIK13
SRR24442555	6	252307	S	Robiginitalea biformata
SRR24442555	67	1336796	S	Gillisia sp. Hel1_33_143
SRR24442555	4	57029	S	Psychroflexus torquis
SRR24442555	47	28251	S	Ornithobacterium rhinotracheale
SRR24442555	13	253245	S	Owenweeksia hongkongensis
SRR24442555	34	367806	S	Blattabacterium sp. (Blatta orientalis)
SRR24442555	2	624186	S	Blattabacterium sp. (Blattella germanica)
SRR24442555	3	191579	S	Fluviicola taffensis
SRR24442555	0	1415657	S	Candidatus Walczuchella monophlebidarum
SRR24442555	2500	104	S	Cyclobacterium marinum
SRR24442555	886	320787	S	Cyclobacterium amurskyense
SRR24442555	427	390884	S	Echinicola vietnamensis
SRR24442555	135	1795355	S	Echinicola strongylocentroti
SRR24442555	59	1727163	S	Algoriphagus sp. M8-2
SRR24442555	36	388413	S	Algoriphagus machipongonensis
SRR24442555	268	232259	S	Belliella baltica
SRR24442555	110	280473	S	Aquiflexum balticum
SRR24442555	152	1784714	S	Arcticibacterium luteifluviistationis
SRR24442555	15	1211326	S	Spirosoma aerolatum
SRR24442555	20	2057025	S	Spirosoma pollinicola
SRR24442555	7	1178516	S	Spirosoma montaniterrae
SRR24442555	11	564064	S	Spirosoma rigui
SRR24442555	9	1379870	S	Spirosoma radiotolerans
SRR24442555	11	106	S	Runella slithyformis
SRR24442555	4	2259595	S	Runella sp. HYN0085
SRR24442555	35	316068	S	Leadbetterella byssophila
SRR24442555	13	94254	S	Dyadobacter fermentans
SRR24442555	19	1834519	S	Fibrella sp. ES10-3-2-2
SRR24442555	7	651143	S	Fibrella aestuarina
SRR24442555	6	985	S	Cytophaga hutchinsonii
SRR24442555	22	2183547	S	Pseudarcicella sp. HME7025
SRR24442555	92	1484118	S	Hymenobacter sp. PAMC 26628
SRR24442555	98	1850093	S	Hymenobacter nivis
SRR24442555	15	1411621	S	Hymenobacter sedentarius
SRR24442555	9	2319843	S	Hymenobacter sp. sh-6
SRR24442555	11	1484116	S	Hymenobacter sp. PAMC 26554
SRR24442555	50	1356852	S	Hymenobacter sp. APR13
SRR24442555	40	1446467	S	Hymenobacter swuensis
SRR24442555	160	1385664	S	Hymenobacter sp. DG25B
SRR24442555	50	1385663	S	Hymenobacter sp. DG25A
SRR24442555	29	323450	S	Pontibacter actiniarum
SRR24442555	22	388950	S	Pontibacter akesuensis
SRR24442555	6	400092	S	Pontibacter korlensis
SRR24442555	23	1379909	S	Rufibacter sp. DG15C
SRR24442555	10	1379910	S	Rufibacter sp. DG31D
SRR24442555	16	512763	S	Rufibacter tibetensis
SRR24442555	394	1006	S	Marivirga tractuosa
SRR24442555	8	1257021	S	Flammeovirgaceae bacterium 311
SRR24442555	3	1191459	S	Flammeovirga sp. MY04
SRR24442555	78	1945892	S	Cytophagales bacterium TFI 002
SRR24442555	3	2321403	S	Chryseolinea sp. KIS68-18
SRR24442555	23	999	S	Bernardetia litoralis
SRR24442555	8	281120	S	Candidatus Amoebophilus asiaticus
SRR24442555	2	247481	S	Candidatus Cardinium hertigii
SRR24442555	3	249402	S	Cardinium endosymbiont of Encarsia pergandiella
SRR24442555	5	1085624	S	Persicobacter sp. JZB09
SRR24442555	35	28129	S	Prevotella denticola
SRR24442555	0	839	S	Prevotella ruminicola
SRR24442555	9	52227	S	Prevotella dentalis
SRR24442555	12	28131	S	Prevotella intermedia
SRR24442555	1	652716	S	Prevotella sp. oral taxon 299
SRR24442555	2	76123	S	Prevotella enoeca
SRR24442555	1	589436	S	Prevotella fusca
SRR24442555	9	28116	S	Bacteroides ovatus
SRR24442555	5	47678	S	Bacteroides caccae
SRR24442555	28	28113	S	Bacteroides heparinolyticus
SRR24442555	1	290053	S	Bacteroides helcogenes
SRR24442555	4	151276	S	Bacteroides coprosuis
SRR24442555	13	817	S	Bacteroides fragilis
SRR24442555	7	246787	S	Bacteroides cellulosilyticus
SRR24442555	7	376805	S	Bacteroides salanitronis
SRR24442555	2	818	S	Bacteroides thetaiotaomicron
SRR24442555	7	821	S	Bacteroides vulgatus
SRR24442555	6	28119	S	Bacteroides zoogleoformans
SRR24442555	9	1796646	S	Muribaculum intestinale
SRR24442555	62	328814	S	Alistipes shahii
SRR24442555	18	214856	S	Alistipes finegoldii
SRR24442555	2	1433126	S	Mucinivorans hirudinis
SRR24442555	3	28123	S	Porphyromonas asaccharolytica
SRR24442555	8	837	S	Porphyromonas gingivalis
SRR24442555	9	393921	S	Porphyromonas crevioricanis
SRR24442555	22	1642646	S	Petrimonas mucosa
SRR24442555	11	1562970	S	Fermentimonas caenicola
SRR24442555	5	712710	S	Tannerella sp. oral taxon HOT-286
SRR24442555	-11	28112	S	Tannerella forsythia
SRR24442555	15	28118	S	Odoribacter splanchnicus
SRR24442555	38	397865	S	Barnesiella viscericola
SRR24442555	4	1642647	S	Proteiniphilum saccharofermentans
SRR24442555	0	511435	S	Candidatus Azobacteroides pseudotrichonymphae
SRR24442555	4	1400053	S	Bacteroidales bacterium CF
SRR24442555	0	185300	S	Paludibacter propionicigenes
SRR24442555	16	1168034	S	Draconibacterium orientale
SRR24442555	5	1717717	S	Marinifilaceae bacterium SPP2
SRR24442555	0	1307839	S	Salinivirga cyanobacteriivorans
SRR24442555	4	889453	S	Alkalitalea saponilacus
SRR24442555	204	2026787	S	Rhodothermaceae bacterium
SRR24442555	70	1779382	S	Rhodothermaceae bacterium RA
SRR24442555	25	29549	S	Rhodothermus marinus
SRR24442555	8	146919	S	Salinibacter ruber
SRR24442555	24	446683	S	Niabella soli
SRR24442555	1	1176587	S	Niabella ginsenosidivorans
SRR24442555	8	79329	S	Chitinophaga pinensis
SRR24442555	4	2033437	S	Chitinophaga sp. MD30
SRR24442555	3	2029983	S	Chitinophaga caeni
SRR24442555	6	2315862	S	Pseudoflavitalea sp. 5GH32-13
SRR24442555	49	1850526	S	Arachidicoccus sp. BS20
SRR24442555	15	2341117	S	Arachidicoccus sp. KIS59-12
SRR24442555	9	477680	S	Filimonas lacunae
SRR24442555	3	354356	S	Niastella koreensis
SRR24442555	5	1492898	S	Flavisolibacter tropicus
SRR24442555	4	652787	S	Mucilaginibacter mallensis
SRR24442555	2	1550579	S	Mucilaginibacter gotjawali
SRR24442555	2	423351	S	Mucilaginibacter paludis
SRR24442555	3	1234841	S	Mucilaginibacter sp. BJC16-A31
SRR24442555	2	1300914	S	Mucilaginibacter sp. PAMC 26640
SRR24442555	13	363852	S	Pedobacter ginsengisoli
SRR24442555	5	188932	S	Pedobacter cryoconitis
SRR24442555	5	1727164	S	Pedobacter sp. PACM 27299
SRR24442555	2	984	S	Pedobacter heparinus
SRR24442555	2	430522	S	Pedobacter steynii
SRR24442555	7	743722	S	Sphingobacterium sp. 21
SRR24442555	13	1538644	S	Sphingobacterium sp. ML3W
SRR24442555	9	1010	S	Sphingobacterium mizutaii
SRR24442555	27	1933220	S	Sphingobacterium sp. B29
SRR24442555	5	995	S	Solitalea canadensis
SRR24442555	7	1986952	S	Sphingobacteriaceae bacterium GW460-11-11-14-LB5
SRR24442555	55	151895	S	Pseudopedobacter saltans
SRR24442555	4	2350	S	Haliscomenobacter hydrossis
SRR24442555	3	1008	S	Saprospira grandis
SRR24442555	5	1457365	S	Bacteroidetes bacterium Omega
SRR24442555	16	274539	S	Chlorobaculum parvum
SRR24442555	15	274537	S	Chlorobaculum limnaeum
SRR24442555	21	1097	S	Chlorobaculum tepidum
SRR24442555	24	1096	S	Chlorobium phaeobacteroides
SRR24442555	5	1094	S	Chlorobium phaeovibrioides
SRR24442555	17	1092	S	Chlorobium limicola
SRR24442555	0	337090	S	Chlorobium chlorochromatii
SRR24442555	4	1100	S	Pelodictyon luteolum
SRR24442555	1	34090	S	Pelodictyon phaeoclathratiforme
SRR24442555	3	1102	S	Prosthecochloris aestuarii
SRR24442555	5	281093	S	Prosthecochloris sp. GSB1
SRR24442555	6	1974213	S	Prosthecochloris sp. HL-130-GSB
SRR24442555	8	1868325	S	Prosthecochloris sp. CIB 2401
SRR24442555	0	100716	S	Chloroherpeton thalassium
SRR24442555	4	591197	S	Ignavibacterium album
SRR24442555	0	1134405	S	Melioribacter roseus
SRR24442555	50	861299	S	Gemmatirosa kalamazoonesis
SRR24442555	2	173480	S	Gemmatimonas aurantiaca
SRR24442555	1	1379270	S	Gemmatimonas phototrophica
SRR24442555	0	833	S	Fibrobacter succinogenes
SRR24442555	794	1679444	S	Akkermansia glycaniphila
SRR24442555	1181	239935	S	Akkermansia muciniphila
SRR24442555	159	2736	S	Verrucomicrobium spinosum
SRR24442555	32	1882831	S	Verrucomicrobium sp. GAS474
SRR24442555	316	1882749	S	Opitutus sp. GAS368
SRR24442555	142	107709	S	Opitutus terrae
SRR24442555	67	794903	S	Opitutaceae bacterium TAV5
SRR24442555	344	1838286	S	Lacunisphaera limnophila
SRR24442555	53	1796921	S	Ereboglobus luteus
SRR24442555	29	395922	S	Coraliomargarita akajimensis
SRR24442555	209	2026799	S	Verrucomicrobia bacterium
SRR24442555	259	1637999	S	Verrucomicrobia bacterium IMCC26134
SRR24442555	1	1704307	S	Candidatus Xiphinematobacter sp. Idaho Grape
SRR24442555	6	591154	S	Methylacidiphilum fumariolicum
SRR24442555	85	1636152	S	Planctomyces sp. SH-PL62
SRR24442555	81	1632864	S	Planctomyces sp. SH-PL14
SRR24442555	24	1891926	S	Fuerstia marisgermanicae
SRR24442555	13	125	S	Pirellula staleyi
SRR24442555	33	119	S	Rubinisphaera brasiliensis
SRR24442555	9	265606	S	Rhodopirellula baltica
SRR24442555	15	120	S	Planctopirus limnophila
SRR24442555	2	1331910	S	Thermogutta terrifontis
SRR24442555	85	114	S	Gemmata obscuriglobus
SRR24442555	30	1630693	S	Gemmata sp. SH-PL17
SRR24442555	42	466153	S	Singulisphaera acidiphila
SRR24442555	60	1387353	S	Paludisphaera borealis
SRR24442555	2	128	S	Isosphaera pallida
SRR24442555	0	174633	S	Candidatus Kuenenia stuttgartiensis
SRR24442555	55	547188	S	Phycisphaera mikurensis
SRR24442555	51	1940790	S	Phycisphaerae bacterium L21-RPul-D3
SRR24442555	8	1941349	S	Phycisphaerae bacterium ST-PulAB-D4
SRR24442555	392	1307763	S	Kiritimatiella glycovorans
SRR24442555	7	389348	S	Candidatus Protochlamydia naegleriophila
SRR24442555	2	362787	S	Candidatus Protochlamydia amoebophila
SRR24442555	0	83561	S	Simkania negevensis
SRR24442555	4	71667	S	Waddlia chondrophila
SRR24442555	66	2094242	S	Victivallales bacterium CCUG 44730
SRR24442555	23	392734	S	Terriglobus roseus
SRR24442555	6	870903	S	Terriglobus saanensis
SRR24442555	11	940614	S	Granulicella mallensis
SRR24442555	10	940615	S	Granulicella tundricola
SRR24442555	3	658062	S	Candidatus Koribacter versatilis
SRR24442555	3	33075	S	Acidobacterium capsulatum
SRR24442555	3	2211140	S	Acidobacteriaceae bacterium SBC82
SRR24442555	5	1855912	S	Luteitalea pratensis
SRR24442555	2	332163	S	Candidatus Solibacter usitatus
SRR24442555	7	458033	S	Chloracidobacterium thermophilum
SRR24442555	13	88058	S	Treponema primitia
SRR24442555	35	81028	S	Treponema brennaborense
SRR24442555	2	150829	S	Treponema azotonutricium
SRR24442555	0	154	S	Spirochaeta thermophila
SRR24442555	0	46355	S	Spirochaeta africana
SRR24442555	5	1307761	S	Salinispira pacifica
SRR24442555	0	273376	S	Sphaerochaeta coccoides
SRR24442555	1	55206	S	Sediminispirochaeta smaragdinae
SRR24442555	5	47466	S	Borrelia miyamotoi
SRR24442555	10	28183	S	Leptospira santarosai
SRR24442555	0	28452	S	Leptospira alstonii
SRR24442555	-14	174	S	Leptospira borgpetersenii
SRR24442555	0	29510	S	Turneriella parva
SRR24442555	5	1715989	S	Candidatus Nitrospira inopinata
SRR24442555	20	330214	S	Nitrospira defluvii
SRR24442555	2	42253	S	Nitrospira moscoviensis
SRR24442555	1	1325564	S	Nitrospira japonica
SRR24442555	-118	178606	S	Leptospirillum ferriphilum
SRR24442555	27	81412	S	Aminomonas paucivorans
SRR24442555	8	1197717	S	Cloacibacillus porcorum
SRR24442555	9	428712	S	Jonquetella anthropi
SRR24442555	4	81462	S	Thermanaerovibrio acidaminovorans
SRR24442555	0	97477	S	Acetomicrobium mobile
SRR24442555	3	46541	S	Thermosipho melanesiensis
SRR24442555	10	69499	S	Petrotoga mobilis
SRR24442555	9	1184387	S	Mesotoga prima
SRR24442555	34	1476577	S	Candidatus Saccharibacteria oral taxon TM7x
SRR24442555	0	2056494	S	Candidatus Saccharibacteria bacterium YM_S32_TM7_50_20
SRR24442555	0	2066483	S	Candidatus Dependentiae bacterium (ex Spumella elongata CCAP 955/1)
SRR24442555	45	851	S	Fusobacterium nucleatum
SRR24442555	0	167642	S	Ilyobacter polytropus
SRR24442555	4	40542	S	Leptotrichia buccalis
SRR24442555	7	712357	S	Leptotrichia sp. oral taxon 212
SRR24442555	0	940	S	Hydrogenobacter thermophilus
SRR24442555	8	436114	S	Sulfurihydrogenibium sp. YO3AOP1
SRR24442555	0	412593	S	Thermosulfidibacter takaii
SRR24442555	79	936456	S	Desulfurispirillum indicum
SRR24442555	22	1408281	S	Endomicrobium proavitum
SRR24442555	0	423605	S	Elusimicrobium minutum
SRR24442555	1	197162	S	Deferribacter desulfuricans
SRR24442555	0	477976	S	Calditerrivibrio nitroreducens
SRR24442555	2	1653476	S	Caldimicrobium thiodismutans
SRR24442555	0	187145	S	Caldithrix abyssi
SRR24442555	652	9606	S	Homo sapiens
SRR24442555	149	1932004	S	Haloarcula taiwanensis
SRR24442555	1	416273	S	Natronomonas moolapensis
SRR24442555	0	2257	S	Natronomonas pharaonis
SRR24442555	2	57705	S	Halomicrobium mukohataei
SRR24442555	3	1932360	S	Halorientalis sp. IM1011
SRR24442555	0	1679096	S	Haloarculaceae archaeon HArcel1
SRR24442555	-20	2242	S	Halobacterium salinarum
SRR24442555	14	1407499	S	Halobacterium hubeiense
SRR24442555	29	751944	S	Halobacterium sp. DL1
SRR24442555	0	413810	S	Halalkalicoccus jeotgali
SRR24442555	25	35746	S	Haloferax gibbonsii
SRR24442555	2	2246	S	Haloferax volcanii
SRR24442555	0	60847	S	Halogeometricum borinquense
SRR24442555	70	2247	S	Halorubrum lacusprofundi
SRR24442555	5	755307	S	Salinigranum rubrum
SRR24442555	0	1048396	S	Halopenitus persicus
SRR24442555	66	756883	S	halophilic archaeon DL31
SRR24442555	11	13769	S	Natrialba magadii
SRR24442555	1	588898	S	Haloterrigena daqingensis
SRR24442555	2	62320	S	Haloterrigena turkmenica
SRR24442555	11	69525	S	Natrinema pellirubrum
SRR24442555	4	406552	S	Natrinema sp. J7-2
SRR24442555	0	353800	S	Halostagnicola larsenii
SRR24442555	1	1333523	S	Salinarchaeum sp. Harcht-Bsk1
SRR24442555	2	29288	S	Natronococcus occultus
SRR24442555	1	229731	S	Halobiforma lacisalsi
SRR24442555	2	387343	S	Halopiger xanaduensis
SRR24442555	2	44930	S	Natronobacterium gregoryi
SRR24442555	3	301375	S	Methanosaeta harundinacea
SRR24442555	10	1434100	S	Methanosarcina sp. MTP4
SRR24442555	0	2226	S	Methanococcoides methylutens
SRR24442555	46	2198	S	Methanoculleus marisnigri
SRR24442555	0	2203	S	Methanospirillum hungatei
SRR24442555	0	1175445	S	Methanocella arvoryzae
SRR24442555	0	1291540	S	Candidatus Methanomethylophilus alvus
SRR24442555	0	82076	S	Picrophilus torridus
SRR24442555	0	379547	S	Aciduliprofundum boonei
SRR24442555	17	2264	S	Thermococcus celer
SRR24442555	2	2162	S	Methanobacterium formicicum
SRR24442555	2	224719	S	Methanobrevibacter sp. AbM4
SRR24442555	0	2055893	S	archaeon AArc-Sl
SRR24442555	5	1887646	S	Gordonia phage Eyre
SRR24442555	0	1718599	S	Mycobacterium phage Archie
SRR24442555	0	1873887	S	Mycobacterium phage Sneeze
SRR24442555	0	1985326	S	Klebsiella virus JD18
SRR24442555	0	1513235	S	Cafeteria roenbergensis virus
SRR24442555	0	1586712	S	Yellowstone lake mimivirus
SRR24442555	0	180230	S	Cyprinid herpesvirus 3
SRR24442555	0	455364	S	Chrysochromulina ericina virus
SRR24442555	0	1262528	S	Halovirus HVTV-1
SRR24442556	271256	60890	S	Phaeobacter gallaeciensis
SRR24442556	21784	221822	S	Phaeobacter inhibens
SRR24442556	15298	1580596	S	Phaeobacter piscinae
SRR24442556	4235	1844006	S	Phaeobacter porticola
SRR24442556	2923	681157	S	Phaeobacter sp. LSS9
SRR24442556	66910	215743	S	Roseovarius mucosus
SRR24442556	50266	391613	S	Roseovarius sp. TM1035
SRR24442556	5823	2293862	S	Ruegeria sp. AD91A
SRR24442556	4792	89184	S	Ruegeria pomeroyi
SRR24442556	4497	292414	S	Ruegeria sp. TM1040
SRR24442556	2	2099786	S	Ruegeria sp. NKC1-1
SRR24442556	3976	1402135	S	Sulfitobacter pseudonitzschiae
SRR24442556	5764	1389011	S	Sulfitobacter sp. SK025
SRR24442556	1252	2070369	S	Sulfitobacter sp. JL08
SRR24442556	18424	1917485	S	Sulfitobacter sp. AM1-D1
SRR24442556	558	1389004	S	Sulfitobacter sp. SK011
SRR24442556	185	1389005	S	Sulfitobacter sp. SK012
SRR24442556	3615	1077935	S	Paracoccus zhejiangensis
SRR24442556	895	2065379	S	Paracoccus sp. CBA4604
SRR24442556	14070	147645	S	Paracoccus yeei
SRR24442556	404	1529068	S	Paracoccus sp. BM15
SRR24442556	1417	1945662	S	Paracoccus contaminans
SRR24442556	1404	266	S	Paracoccus denitrificans
SRR24442556	1647	34004	S	Paracoccus aminovorans
SRR24442556	327	34003	S	Paracoccus aminophilus
SRR24442556	1599	2259340	S	Paracoccus sp. SC2-6
SRR24442556	4997	1499308	S	Paracoccus mutanolyticus
SRR24442556	6034	1063	S	Rhodobacter sphaeroides
SRR24442556	31389	1850250	S	Rhodobacter sp. LPB0142
SRR24442556	3072	2033869	S	Rhodobacter sp. CZR27
SRR24442556	945	1061	S	Rhodobacter capsulatus
SRR24442556	16626	379347	S	Epibacterium mobile
SRR24442556	12554	1208324	S	Celeribacter indicus
SRR24442556	3666	1411902	S	Celeribacter manganoxidans
SRR24442556	6365	1758178	S	Celeribacter ethanolicus
SRR24442556	4186	875171	S	Celeribacter baekdonensis
SRR24442556	221	1397108	S	Celeribacter marinus
SRR24442556	6595	133924	S	Leisingera methylohalidivorans
SRR24442556	2076	1564506	S	Rhodovulum sp. P5
SRR24442556	5144	35806	S	Rhodovulum sulfidophilum
SRR24442556	3861	308754	S	Rhodovulum sp. MB263
SRR24442556	3310	1792508	S	Yangia sp. CCB-MM3
SRR24442556	3832	311180	S	Yangia pacifica
SRR24442556	23133	2009329	S	Sagittula sp. P11
SRR24442556	2201	2109625	S	Thalassococcus sp. SH-1
SRR24442556	10928	42444	S	Marinovum algicola
SRR24442556	17549	1609966	S	Confluentimicrobium sp. EMB200-NS6
SRR24442556	259	2171755	S	Rhodobacteraceae bacterium BAR1
SRR24442556	573	2033435	S	Rhodobacteraceae bacterium QY30
SRR24442556	7835	1904441	S	Rhodobacteraceae bacterium
SRR24442556	6294	245188	S	Yoonia vestfoldensis
SRR24442556	14536	1229727	S	Salipiger profundus
SRR24442556	13527	215813	S	Dinoroseobacter shibae
SRR24442556	1053	74033	S	Antarctobacter heliothermus
SRR24442556	11373	1250539	S	Pelagibaca abyssi
SRR24442556	856	42443	S	Roseobacter litoralis
SRR24442556	2881	2434	S	Roseobacter denitrificans
SRR24442556	1504	53946	S	Octadecabacter arcticus
SRR24442556	490	1217908	S	Octadecabacter antarcticus
SRR24442556	80	1458307	S	Octadecabacter temperatus
SRR24442556	1449	159346	S	Roseibacterium elongatum
SRR24442556	7696	1335048	S	Defluviimonas alba
SRR24442556	7450	1267768	S	Brevirhabdus pacifica
SRR24442556	405	299262	S	Tateyamaria omphalii
SRR24442556	2396	1915078	S	Thioclava nitratireducens
SRR24442556	148	290400	S	Jannaschia sp. CCS1
SRR24442556	4423	1920883	S	Marivivens sp. JLT3646
SRR24442556	3696	2169400	S	Gemmobacter sp. HYN0069
SRR24442556	619	92945	S	Ketogulonicigenium vulgare
SRR24442556	463	92947	S	Ketogulonicigenium robustum
SRR24442556	239	441209	S	Rhodobaca barguzinensis
SRR24442556	177	2021862	S	Labrenzia sp. VG12
SRR24442556	1387	187304	S	Labrenzia aggregata
SRR24442556	1264	1674922	S	Labrenzia sp. CP4
SRR24442556	3323	121719	S	Pannonibacter phragmitetus
SRR24442556	78	1579316	S	Halocynthiibacter arcticus
SRR24442556	133	1881061	S	Stappia sp. ES.058
SRR24442556	52	911045	S	Pseudovibrio sp. FO-BEG1
SRR24442556	56	1906738	S	Hyphomonas sp. Mor2
SRR24442556	289	1873716	S	Hyphomonas sp. CACIAM 19H1
SRR24442556	217	81032	S	Hyphomonas neptunium
SRR24442556	35	74318	S	Maricaulis maris
SRR24442556	0	2724	S	Hirschia baltica
SRR24442556	962	1125847	S	Rhizobium sp. NT-26
SRR24442556	877	384	S	Rhizobium leguminosarum
SRR24442556	959	29449	S	Rhizobium etli
SRR24442556	240	1571470	S	Rhizobium sp. ACO-34A
SRR24442556	1070	396	S	Rhizobium phaseoli
SRR24442556	142	56730	S	Rhizobium gallicum
SRR24442556	120	398	S	Rhizobium tropici
SRR24442556	96	2048897	S	Rhizobium sp. NXC24
SRR24442556	310	348824	S	Rhizobium favelukesii
SRR24442556	82	2028343	S	Rhizobium sp. 11515TR
SRR24442556	130	2020312	S	Rhizobium sp. CIAT894
SRR24442556	89	1981173	S	Rhizobium sp. NXC14
SRR24442556	1108	1869170	S	Rhizobium sp. S41
SRR24442556	415	1914541	S	Rhizobium sp. Y9
SRR24442556	115	2020311	S	Rhizobium sp. Kim5
SRR24442556	351	424182	S	Rhizobium sp. IRBG74
SRR24442556	132	2020313	S	Rhizobium sp. TAL182
SRR24442556	74	1301032	S	Rhizobium sp. IE4771
SRR24442556	2478	1703960	S	Rhizobium sp. N113
SRR24442556	2446	358	S	Agrobacterium tumefaciens
SRR24442556	196	1176649	S	Agrobacterium fabrum
SRR24442556	144	373	S	Agrobacterium vitis
SRR24442556	190	1842536	S	Agrobacterium sp. RAC06
SRR24442556	218	359	S	Agrobacterium rhizogenes
SRR24442556	291	861208	S	Agrobacterium sp. H13-3
SRR24442556	254	399	S	Neorhizobium galegae
SRR24442556	290	2060726	S	Neorhizobium sp. SOG26
SRR24442556	271	1825976	S	Neorhizobium sp. NCHU2750
SRR24442556	2892	380	S	Sinorhizobium fredii
SRR24442556	391	1842534	S	Sinorhizobium sp. RAC02
SRR24442556	550	382	S	Sinorhizobium meliloti
SRR24442556	173	110321	S	Sinorhizobium medicae
SRR24442556	258	194963	S	Sinorhizobium americanum
SRR24442556	70	794846	S	Sinorhizobium sp. CCBAU 05631
SRR24442556	639	106592	S	Ensifer adhaerens
SRR24442556	554	716925	S	Ensifer sojae
SRR24442556	1690	879274	S	Shinella sp. HZN7
SRR24442556	8	1273132	S	Liberibacter crescens
SRR24442556	8	34020	S	Candidatus Liberibacter africanus
SRR24442556	571	1670800	S	Mesorhizobium oceanicum
SRR24442556	1541	39645	S	Mesorhizobium ciceri
SRR24442556	1379	381	S	Mesorhizobium loti
SRR24442556	420	2108445	S	Mesorhizobium sp. DCY119
SRR24442556	304	71433	S	Mesorhizobium amorphae
SRR24442556	439	593909	S	Mesorhizobium opportunistum
SRR24442556	389	536018	S	Mesorhizobium australicum
SRR24442556	331	2066070	S	Mesorhizobium japonicum
SRR24442556	492	28104	S	Mesorhizobium huakuii
SRR24442556	387	278153	S	Mesorhizobium sp. WSM1497
SRR24442556	572	244596	S	Hoeflea phototrophica
SRR24442556	355	1620421	S	Hoeflea sp. IMCC20628
SRR24442556	398	1756988	S	Nitratireductor sp. OM-1
SRR24442556	107	472175	S	Nitratireductor basaltis
SRR24442556	1276	374606	S	Aminobacter sp. MSH1
SRR24442556	486	83263	S	Aminobacter aminovorans
SRR24442556	154	266779	S	Chelativorans sp. BNC1
SRR24442556	133	1867719	S	Phyllobacterium zundukense
SRR24442556	134	1437360	S	Bradyrhizobium erythrophlei
SRR24442556	213	2057741	S	Bradyrhizobium sp. SK17
SRR24442556	159	115808	S	Bradyrhizobium sp. ORS 285
SRR24442556	125	288000	S	Bradyrhizobium sp. BTAi1
SRR24442556	131	114615	S	Bradyrhizobium sp. ORS 278
SRR24442556	102	1223566	S	Bradyrhizobium sp. CCGE-LA001
SRR24442556	314	1355477	S	Bradyrhizobium diazoefficiens
SRR24442556	104	44255	S	Bradyrhizobium oligotrophicum
SRR24442556	498	375	S	Bradyrhizobium japonicum
SRR24442556	89	1274631	S	Bradyrhizobium icense
SRR24442556	1292	931866	S	Bradyrhizobium ottawaense
SRR24442556	1061	722472	S	Bradyrhizobium lablabi
SRR24442556	96	335659	S	Bradyrhizobium sp. S23321
SRR24442556	111	1404367	S	Bradyrhizobium sp. 3 85S1MB
SRR24442556	97	1404768	S	Bradyrhizobium sp. 2 39S1MB
SRR24442556	280	1839752	S	Bradyrhizobium sp. G22
SRR24442556	185	319017	S	Bradyrhizobium sp. WSM471
SRR24442556	169	376	S	Bradyrhizobium sp.
SRR24442556	1248	1076	S	Rhodopseudomonas palustris
SRR24442556	263	2015316	S	Bosea sp. AS-1
SRR24442556	346	1842539	S	Bosea sp. RAC05
SRR24442556	226	1526658	S	Bosea vaviloviae
SRR24442556	125	1792307	S	Bosea sp. PAMC 26642
SRR24442556	125	912	S	Nitrobacter hamburgensis
SRR24442556	55	913	S	Nitrobacter winogradskyi
SRR24442556	303	40137	S	Oligotropha carboxidovorans
SRR24442556	91	709797	S	Bradyrhizobiaceae bacterium SG-6C
SRR24442556	29	1333996	S	Variibacter gotjawalensis
SRR24442556	316	1882747	S	Afipia sp. GAS231
SRR24442556	126	454601	S	Maritalea myrionectae
SRR24442556	148	1643450	S	Devosia sp. H5989
SRR24442556	70	2083786	S	Devosia sp. I507
SRR24442556	93	1736675	S	Devosia sp. A16
