Sample	Reads	TaxID	Rank	Taxon
SRR24442555	12	863643	S	                  Thermincola potens
SRR24442555	199	1736	S	                  Eubacterium limosum
SRR24442555	37	39488	S	                  [Eubacterium] hallii
SRR24442555	18	29322	S	                  [Eubacterium] cellulosolvens
SRR24442555	5	39485	S	                  [Eubacterium] eligens
SRR24442555	40	33952	S	                  Acetobacterium woodii
SRR24442555	2	2184575	S	                  Acetobacterium sp. KB-1
SRR24442555	272	73919	S	                    Thermaerobacter marianensis
SRR24442555	19	178899	S	                    Carboxydocella thermautotrophica
SRR24442555	10	86332	S	                    Mogibacterium pumilum
SRR24442555	1	114527	S	                    Mogibacterium diversum
SRR24442555	2	76124	S	                  [Eubacterium] minutum
SRR24442555	42	208479	S	                  [Clostridium] bolteae
SRR24442555	15	1834196	S	                  Lachnoclostridium sp. YL32
SRR24442555	11	1871021	S	                  Lachnoclostridium phocaeense
SRR24442555	7	29370	S	                  [Clostridium] sphenoides
SRR24442555	6	66219	S	                  Lachnoclostridium phytofermentans
SRR24442555	2	84030	S	                  [Clostridium] saccharolyticum
SRR24442555	82	301301	S	                  Roseburia hominis
SRR24442555	25	712991	S	                  Lachnospiraceae bacterium oral taxon 500
SRR24442555	8	2109691	S	                  Lachnospiraceae bacterium GAM79
SRR24442555	1	39491	S	                  [Eubacterium] rectale
SRR24442555	13	43305	S	                  Butyrivibrio proteoclasticus
SRR24442555	6	185008	S	                  Butyrivibrio hungatei
SRR24442555	4	831	S	                  Butyrivibrio fibrisolvens
SRR24442555	6	1912897	S	                  Blautia sp. N6H1-15
SRR24442555	3	1322	S	                  Blautia hansenii
SRR24442555	17	29360	S	                  Cellulosilyticum lentocellum
SRR24442555	6	28446	S	                  Anaerotignum propionicum
SRR24442555	5	649756	S	                  Anaerostipes hadrus
SRR24442555	3	1679721	S	                  Herbinix luporum
SRR24442555	1	617123	S	                  Lachnoanaerobaculum umeaense
SRR24442555	98	236753	S	                  Fastidiosipila sanguinis
SRR24442555	65	288965	S	                  Hungateiclostridium clariflavum
SRR24442555	5	1515	S	                  Hungateiclostridium thermocellum
SRR24442555	5	1677857	S	                  Hungateiclostridium saccincola
SRR24442555	24	1521	S	                  Ruminiclostridium cellulolyticum
SRR24442555	17	1510	S	                  Thermoclostridium stercorarium
SRR24442555	14	84032	S	                  Pseudoclostridium thermosuccinogenes
SRR24442555	4	884684	S	                  Mageeibacillus indolicus
SRR24442555	110	1297617	S	                  Intestinimonas butyriciproducens
SRR24442555	43	2109688	S	                  Clostridiales bacterium CCNA10
SRR24442555	3	1981510	S	                  Monoglobus pectinilyticus
SRR24442555	140	2734	S	                  Symbiobacterium thermophilum
SRR24442555	96	1511	S	                  Acetoanaerobium sticklandii
SRR24442555	7	2081703	S	                  Peptostreptococcaceae bacterium oral taxon 929
SRR24442555	6	1731	S	                  Peptoclostridium acidaminophilum
SRR24442555	4	1505	S	                  Paeniclostridium sordellii
SRR24442555	2	1496	S	                  Clostridioides difficile
SRR24442555	1	143361	S	                  Filifactor alocis
SRR24442555	71	2109687	S	                  Oscillibacter sp. PEA192
SRR24442555	23	351091	S	                  Oscillibacter valericigenes
SRR24442555	86	863	S	                  Syntrophomonas wolfei
SRR24442555	7	86170	S	                  Syntrophothermus lipocalidus
SRR24442555	77	35701	S	                  Heliobacterium modesticaldum
SRR24442555	21	1805714	S	                  Christensenella massiliensis
SRR24442555	43	1525	S	                    Moorella thermoacetica
SRR24442555	10	42838	S	                    Ammonifex degensii
SRR24442555	33	85874	S	                  Thermacetogenium phaeum
SRR24442555	1	2325	S	                  Thermoanaerobacter kivui
SRR24442555	17	129958	S	                  Carboxydothermus hydrogenoformans
SRR24442555	7	499229	S	                  Tepidanaerobacter acetatoxydans
SRR24442555	3	161154	S	                  Thermanaeromonas toyohensis
SRR24442555	1	911092	S	                  Caldanaerobacter subterraneus
SRR24442555	39	291990	S	                  Thermosediminibacter oceani
SRR24442555	18	44001	S	                  Caldicellulosiruptor saccharolyticus
SRR24442555	3	413889	S	                  Caldicellulosiruptor kronotskyensis
SRR24442555	2	55205	S	                  Caldicellulosiruptor owensensis
SRR24442555	1	52766	S	                  Caldicellulosiruptor lactoaceticus
SRR24442555	1	413888	S	                  Caldicellulosiruptor hydrothermalis
SRR24442555	1	717609	S	                  Caldicellulosiruptor obsidiansis
SRR24442555	7	1517	S	                  Thermoanaerobacterium thermosaccharolyticum
SRR24442555	4	1550240	S	                  Thermoanaerobacterium sp. RBIITD
SRR24442555	1	29329	S	                  Thermoanaerobacterium xylanolyticum
SRR24442555	7	1794699	S	                  Thermodesulfobium acidiphilum
SRR24442555	6	252966	S	                  Mahella australiensis
SRR24442555	37	656519	S	                  Halanaerobium hydrogeniformans
SRR24442555	13	2331	S	                  Halanaerobium praevalens
SRR24442555	3	31909	S	                  Halothermothrix orenii
SRR24442555	16	42422	S	                  Halobacteroides halobius
SRR24442555	3	28187	S	                  Acetohalobium arabaticum
SRR24442555	6	375929	S	                  Natranaerobius thermophilus
SRR24442555	65	712528	S	                  Selenomonas sp. oral taxon 126
SRR24442555	60	971	S	                  Selenomonas ruminantium
SRR24442555	56	69823	S	                  Selenomonas sputigena
SRR24442555	41	1884263	S	                  Selenomonas sp. oral taxon 920
SRR24442555	6	713030	S	                  Selenomonas sp. oral taxon 136
SRR24442555	5	712538	S	                  Selenomonas sp. oral taxon 478
SRR24442555	90	365349	S	                  Pelosinus fermentans
SRR24442555	7	484770	S	                  Pelosinus sp. UFO1
SRR24442555	31	1675036	S	                  Megasphaera hexanoica
SRR24442555	27	907	S	                  Megasphaera elsdenii
SRR24442555	24	2144175	S	                  Megasphaera stantonii
SRR24442555	49	1702287	S	                  Negativicoccus massiliensis
SRR24442555	25	39950	S	                  Dialister pneumosintes
SRR24442555	3	2161821	S	                  Dialister sp. Marseille-P5638
SRR24442555	11	248315	S	                  Veillonella rodentium
SRR24442555	9	29466	S	                  Veillonella parvula
SRR24442555	14	905	S	                  Acidaminococcus fermentans
SRR24442555	7	187327	S	                  Acidaminococcus intestini
SRR24442555	352	1702221	S	                  Faecalibaculum rodentium
SRR24442555	13	1648	S	                  Erysipelothrix rhusiopathiae
SRR24442555	10	1514105	S	                  Erysipelothrix larvae
SRR24442555	11	1712675	S	                  Turicibacter sp. H121
SRR24442555	2	39483	S	                  Faecalitalea cylindroides
SRR24442555	192	1555112	S	                  Limnochorda pilosa
SRR24442555	24	33033	S	                  Parvimonas micra
SRR24442555	17	1870984	S	                  Anaerococcus mediterraneensis
SRR24442555	4	33034	S	                  Anaerococcus prevotii
SRR24442555	13	1912856	S	                  Peptoniphilus sp. ING2-D1G
SRR24442555	6	1260	S	                  Finegoldia magna
SRR24442555	3	1852373	S	                  Murdochiella vaginalis
SRR24442555	13	1556	S	                  Gottschalkia acidurici
SRR24442555	4	45497	S	                [Clostridium] ultunense
SRR24442555	65	1852374	S	                Ezakiella massiliensis
SRR24442555	28	1871025	S	              Ndongobacter massiliensis
SRR24442555	7	243899	S	              endosymbiont 'TC1' of Trimyema compressum
SRR24442555	294	374981	S	                  Synechococcus sp. PCC 7003
SRR24442555	179	110662	S	                  Synechococcus sp. CC9605
SRR24442555	123	195250	S	                  Synechococcus sp. PCC 7336
SRR24442555	80	585425	S	                  Synechococcus sp. KORDI-52
SRR24442555	77	1916956	S	                  Synechococcus sp. SynAce01
SRR24442555	75	321327	S	                  Synechococcus sp. JA-3-3Ab
SRR24442555	60	195498	S	                  Synechococcus sp. PCC 7117
SRR24442555	48	316278	S	                  Synechococcus sp. RCC307
SRR24442555	29	585423	S	                  Synechococcus sp. KORDI-49
SRR24442555	26	32051	S	                  Synechococcus sp. WH 7803
SRR24442555	24	166314	S	                  Synechococcus sp. WH 8109
SRR24442555	20	321332	S	                  Synechococcus sp. JA-2-3B'a(2-13)
SRR24442555	19	195253	S	                  Synechococcus sp. PCC 6312
SRR24442555	17	1280380	S	                  Synechococcus sp. KORDI-100
SRR24442555	16	32049	S	                  Synechococcus sp. PCC 7002
SRR24442555	16	316279	S	                  Synechococcus sp. CC9902
SRR24442555	15	1173263	S	                  Synechococcus sp. PCC 7502
SRR24442555	14	33070	S	                  Synechococcus lividus
SRR24442555	14	374982	S	                  Synechococcus sp. PCC 73109
SRR24442555	13	32052	S	                  Synechococcus sp. WH 8020
SRR24442555	13	1827144	S	                  Synechococcus sp. NIES-970
SRR24442555	7	195248	S	                  Synechococcus sp. PCC 8807
SRR24442555	5	64471	S	                  Synechococcus sp. CC9311
SRR24442555	1	84588	S	                  Synechococcus sp. WH 8102
SRR24442555	187	1851505	S	                  Cyanobium sp. NIES-981
SRR24442555	84	59930	S	                  Cyanobium gracile
SRR24442555	15	146786	S	                  Thermosynechococcus elongatus
SRR24442555	9	1394889	S	                  Thermosynechococcus sp. NK55a
SRR24442555	7	292566	S	                  Dactylococcopsis salina
SRR24442555	200	1219	S	                  Prochlorococcus marinus
SRR24442555	4	1501269	S	                  Prochlorococcus sp. MIT 0801
SRR24442555	3	1501268	S	                  Prochlorococcus sp. MIT 0604
SRR24442555	85	111781	S	                  Leptolyngbya sp. PCC 7376
SRR24442555	77	1184	S	                  Leptolyngbya boryana
SRR24442555	24	1080068	S	                  Leptolyngbya sp. O-77
SRR24442555	10	1752064	S	                  Leptolyngbya sp. NIES-3755
SRR24442555	160	1209493	S	                  Halomicronema hongdechloris
SRR24442555	42	1173032	S	                  Chamaesiphon minutus
SRR24442555	34	155978	S	                  Acaryochloris marina
SRR24442555	6	1147	S	                  Synechocystis sp. PCC 6714
SRR24442555	13	82654	S	                  Pseudanabaena sp. PCC 7367
SRR24442555	662	1173025	S	                    Geitlerinema sp. PCC 7407
SRR24442555	80	1155739	S	                    Moorea producens
SRR24442555	49	118323	S	                    Oscillatoria acuminata
SRR24442555	9	482564	S	                    Oscillatoria nigro-viridis
SRR24442555	46	1173027	S	                    Microcoleus sp. PCC 7113
SRR24442555	17	118562	S	                    Arthrospira platensis
SRR24442555	23	1206	S	                    Trichodesmium erythraeum
SRR24442555	15	1160	S	                    Planktothrix agardhii
SRR24442555	72	395961	S	                    Cyanothece sp. PCC 7425
SRR24442555	19	497965	S	                    Cyanothece sp. PCC 7822
SRR24442555	6	65393	S	                    Cyanothece sp. PCC 7424
SRR24442555	2	43989	S	                    Cyanothece sp. ATCC 51142
SRR24442555	33	241425	S	                    Crinalium epipsammum
SRR24442555	14	864702	S	                    Oscillatoriales cyanobacterium JSC-12
SRR24442555	94	1173026	S	                    Gloeocapsa sp. PCC 7428
SRR24442555	19	1617448	S	                    Geminocystis sp. NIES-3709
SRR24442555	11	1615909	S	                    Geminocystis sp. NIES-3708
SRR24442555	5	669359	S	                    Geminocystis herdmanii
SRR24442555	36	2005460	S	                    Chondrocystis sp. NIES-4102
SRR24442555	48	1126	S	                    Microcystis aeruginosa
SRR24442555	5	1967666	S	                    Microcystis sp. MC19
SRR24442555	20	379064	S	                    Cyanobacterium aponinum
SRR24442555	5	65093	S	                      Halothece sp. PCC 7418
SRR24442555	1	713887	S	                    Candidatus Atelocyanobacterium thalassa
SRR24442555	50	1306274	S	                  Nostoc flagelliforme
SRR24442555	20	2005458	S	                  Nostoc sp. NIES-4103
SRR24442555	17	317936	S	                  Nostoc sp. PCC 7107
SRR24442555	12	374162	S	                  Nostoc carneum
SRR24442555	10	28072	S	                  Nostoc sp. PCC 7524
SRR24442555	9	224012	S	                  Nostoc piscinale
SRR24442555	9	1869241	S	                  Nostoc sp. CENA543
SRR24442555	8	1618022	S	                  Nostoc sp. 'Lobaria pulmonaria (5183) cyanobiont'
SRR24442555	4	1261031	S	                  Nostoc sp. 'Peltigera membranacea cyanobiont' N6
SRR24442555	3	1973475	S	                  Nostoc sp. NIES-2111
SRR24442555	2	92942	S	                  Nostoc linckia
SRR24442555	2	272131	S	                  Nostoc punctiforme
SRR24442555	2	446679	S	                  Nostoc sphaeroides
SRR24442555	28	142864	S	                  Cylindrospermum stagnale
SRR24442555	7	46234	S	                  Anabaena sp. 90
SRR24442555	6	1647413	S	                  Anabaena sp. WA102
SRR24442555	3	1165	S	                  Anabaena cylindrica
SRR24442555	11	1164	S	                  Trichormus azollae
SRR24442555	3	264691	S	                  Trichormus variabilis
SRR24442555	31	2005462	S	                  Calothrix sp. NIES-3974
SRR24442555	27	32054	S	                  Calothrix parietina
SRR24442555	19	1973486	S	                  Calothrix parasitica
SRR24442555	17	1954171	S	                  Calothrix sp. NIES-2098
SRR24442555	8	938406	S	                  Calothrix brevissima
SRR24442555	7	1337936	S	                  Calothrix sp. 336/3
SRR24442555	6	1954172	S	                  Calothrix sp. NIES-2100
SRR24442555	5	2005461	S	                  Calothrix sp. NIES-4101
SRR24442555	2	99598	S	                  Calothrix sp. PCC 7507
SRR24442555	28	373994	S	                  Rivularia sp. PCC 7116
SRR24442555	7	1197	S	                  Microchaete diplosiphon
SRR24442555	100	312883	S	                  Raphidiopsis curvata
SRR24442555	36	70799	S	                  Nodularia spumigena
SRR24442555	10	289435	S	                  Sphaerospermopsis kisseleviana
SRR24442555	6	109266	S	                  Anabaenopsis circularis
SRR24442555	4	136073	S	                  Dolichospermum compactum
SRR24442555	60	1137095	S	                  Scytonema sp. HK-05
SRR24442555	1	2005464	S	                  Scytonema sp. NIES-4073
SRR24442555	27	1752063	S	                  Fischerella sp. NIES-3754
SRR24442555	7	2005456	S	                  Fischerella sp. NIES-4106
SRR24442555	8	1940762	S	                  Nostocales cyanobacterium HT-58-2
SRR24442555	175	33072	S	                    Gloeobacter violaceus
SRR24442555	111	1416614	S	                    Gloeobacter kilaueensis
SRR24442555	58	54308	S	                  Pleurocapsa minor
SRR24442555	18	1807358	S	                  Stanieria sp. NIES-3757
SRR24442555	17	102116	S	                  Stanieria cyanosphaera
SRR24442555	44	54299	S	                  Chroococcidiopsis thermalis
SRR24442555	22	1188228	S	                  Gloeomargarita lithophora
SRR24442555	2	718217	S	                cyanobacterium endosymbiont of Epithemia turgida
SRR24442555	1	1763363	S	                cyanobacterium endosymbiont of Rhopalodia gibberula
SRR24442555	336	2202254	S	                  Deinococcus irradiatisoli
SRR24442555	233	55148	S	                  Deinococcus proteolyticus
SRR24442555	182	310783	S	                  Deinococcus deserti
SRR24442555	153	2080419	S	                  Deinococcus sp. NW-56
SRR24442555	133	1768108	S	                  Deinococcus actinosclerus
SRR24442555	114	309887	S	                  Deinococcus maricopensis
SRR24442555	113	980427	S	                  Deinococcus wulumuqiensis
SRR24442555	97	502394	S	                  Deinococcus gobiensis
SRR24442555	89	68909	S	                  Deinococcus geothermalis
SRR24442555	77	1299	S	                  Deinococcus radiodurans
SRR24442555	66	432329	S	                  Deinococcus peraridilitoris
SRR24442555	66	1182571	S	                  Deinococcus swuensis
SRR24442555	35	1182568	S	                  Deinococcus puniceus
SRR24442555	34	317577	S	                  Deinococcus ficus
SRR24442555	24	1309411	S	                  Deinococcus soli Cha et al. 2016
SRR24442555	152	332249	S	                  Truepera radiovictrix
SRR24442555	73	56957	S	                  Thermus oshimai
SRR24442555	55	274	S	                  Thermus thermophilus
SRR24442555	52	1111069	S	                  Thermus sp. CCB_US3_UF1
SRR24442555	47	37636	S	                  Thermus scotoductus
SRR24442555	32	271	S	                  Thermus aquaticus
SRR24442555	11	56956	S	                  Thermus brockianus
SRR24442555	2	456163	S	                  Thermus parvatiensis
SRR24442555	241	277	S	                  Meiothermus ruber
SRR24442555	24	52022	S	                  Meiothermus silvanus
SRR24442555	180	187137	S	                  Oceanithermus profundus
SRR24442555	83	186192	S	                  Marinithermus hydrothermalis
SRR24442555	425	1806508	S	                  Candidatus Promineofilum breve
SRR24442555	311	2057	S	                      Sphaerobacter thermophilus
SRR24442555	81	500	S	                  Thermomicrobium roseum
SRR24442555	85	120962	S	                    Roseiflexus castenholzii
SRR24442555	79	357808	S	                    Roseiflexus sp. RS-1
SRR24442555	49	1108	S	                    Chloroflexus aurantiacus
SRR24442555	30	152260	S	                    Chloroflexus aggregans
SRR24442555	249	133453	S	                  Caldilinea aerophila
SRR24442555	139	1839801	S	              Dehalogenimonas formicexedens
SRR24442555	24	552810	S	              Dehalogenimonas lykanthroporepellens
SRR24442555	1	61435	S	                  Dehalococcoides mccartyi
SRR24442555	87	167964	S	                  Anaerolinea thermophila
SRR24442555	16	1986204	S	                  Brevefilum fermentans
SRR24442555	9	1889813	S	                  Anaerolineaceae bacterium oral taxon 439
SRR24442555	29	2115	S	                  Mycoplasma fermentans
SRR24442555	20	2102	S	                    Mycoplasma mycoides
SRR24442555	3	2105	S	                    Mycoplasma leachii
SRR24442555	2	2095	S	                    Mycoplasma capricolum
SRR24442555	20	65123	S	                  Mycoplasma wenyonii
SRR24442555	7	2094	S	                  Mycoplasma arginini
SRR24442555	7	28227	S	                  Mycoplasma penetrans
SRR24442555	6	1749074	S	                  Mycoplasma sp. (ex Biomphalaria glabrata)
SRR24442555	5	2104	S	                  Mycoplasma pneumoniae
SRR24442555	4	29559	S	                  Mycoplasma hyosynoviae
SRR24442555	4	2099	S	                  Mycoplasma hyopneumoniae
SRR24442555	3	28903	S	                  Mycoplasma bovis
SRR24442555	2	171279	S	                  Mycoplasma anatis
SRR24442555	2	2113	S	                  Mycoplasma californicum
SRR24442555	1	45362	S	                  Mycoplasma bovoculi
SRR24442555	1	29555	S	                  Mycoplasma canis
SRR24442555	1	2107	S	                  Mycoplasma pulmonis
SRR24442555	1	92401	S	                  Mycoplasma cloacale
SRR24442555	1	92400	S	                  Mycoplasma anseris
SRR24442555	1	86660	S	                  Mycoplasma dispar
SRR24442555	1	53558	S	                  Mycoplasma edwardii
SRR24442555	1	51365	S	                  Mycoplasma yeatsii
SRR24442555	1	29553	S	                  Mycoplasma bovirhinis
SRR24442555	1	48003	S	                  Mycoplasma pullorum
SRR24442555	1	2100	S	                  Mycoplasma hyorhinis
SRR24442555	1	45363	S	                  Mycoplasma alkalescens
SRR24442555	2	134821	S	                  Ureaplasma parvum
SRR24442555	10	138853	S	                  Mesoplasma lactucae
SRR24442555	7	2151	S	                  Mesoplasma florum
SRR24442555	4	225999	S	                  Mesoplasma syrphidae
SRR24442555	3	219745	S	                  Mesoplasma tabanidae
SRR24442555	19	74700	S	                  Entomoplasma freundtii
SRR24442555	1	81459	S	                  Entomoplasma melaleucae
SRR24442555	3	2133	S	                  Spiroplasma citri
SRR24442555	3	315358	S	                  Spiroplasma eriocheiris
SRR24442555	2	216936	S	                  Spiroplasma diminutum
SRR24442555	2	216942	S	                  Spiroplasma litorale
SRR24442555	1	2136	S	                  Spiroplasma monobiae
SRR24442555	1	216931	S	                  Spiroplasma alleghenense
SRR24442555	1	216933	S	                  Spiroplasma chrysopicola
SRR24442555	1	216937	S	                  Spiroplasma floricola
SRR24442555	1	216938	S	                  Spiroplasma helicoides
SRR24442555	1	216945	S	                  Spiroplasma syrphidicola
SRR24442555	1	216946	S	                  Spiroplasma turonicum
SRR24442555	43	59748	S	                    Candidatus Phytoplasma australiense
SRR24442555	2	37692	S	                    Candidatus Phytoplasma mali
SRR24442555	25	38986	S	                  Acholeplasma palmae
SRR24442555	2	35623	S	                  Acholeplasma oculi
SRR24442555	1	61635	S	                  Acholeplasma brassicae
SRR24442555	22	1541959	S	            Candidatus Izimaplasma sp. HR1
SRR24442555	5	1911683	S	            Tenericutes bacterium MZ-XQ
SRR24442555	4	1911684	S	            Tenericutes bacterium MO-XQ
SRR24442555	143	1005039	S	                  Fimbriimonas ginsengisoli
SRR24442555	49	454171	S	                  Chthonomonas calidirosea
SRR24442555	42	166501	S	            Thermobaculum terrenum
SRR24442555	3	35786	S	                  Coprothermobacter proteolyticus
SRR24442555	5592	1178778	S	                    Maribacter cobaltidurans
SRR24442555	251	1836467	S	                    Maribacter sp. T28
SRR24442555	237	313603	S	                    Maribacter sp. HTCC2170
SRR24442555	102	1250153	S	                    Maribacter sp. MAR_2009_60
SRR24442555	58	1644130	S	                    Maribacter sp. 1_2014MBL_MicDiv
SRR24442555	6073	2069432	S	                    Tamlana sp. UJ94
SRR24442555	417	996801	S	                    Polaribacter reichenbachii
SRR24442555	319	1855336	S	                    Polaribacter sp. KT25b
SRR24442555	310	313598	S	                    Polaribacter sp. MED152
SRR24442555	285	1312072	S	                    Polaribacter sp. SA4-12
SRR24442555	269	754397	S	                    Polaribacter sp. SA4-10
SRR24442555	243	1774273	S	                    Polaribacter vadi
SRR24442555	214	2058137	S	                    Polaribacter sp. ALD11
SRR24442555	213	1336804	S	                    Polaribacter sp. Hel1_33_78
SRR24442555	157	1896175	S	                    Polaribacter sp. KT 15
SRR24442555	133	1529069	S	                    Polaribacter sp. BM10
SRR24442555	1006	1936080	S	                    Winogradskyella sp. J14-2
SRR24442555	720	1249933	S	                    Winogradskyella sp. RHA_55
SRR24442555	478	754409	S	                    Winogradskyella sp. PG-2
SRR24442555	351	754417	S	                    Winogradskyella sp. PC-19
SRR24442555	515	669041	S	                    Tenacibaculum dicentrarchi
SRR24442555	486	584609	S	                    Tenacibaculum jejuense
SRR24442555	471	754423	S	                    Tenacibaculum sp. SZ-18
SRR24442555	458	1850252	S	                    Tenacibaculum todarodis
SRR24442555	319	107401	S	                    Tenacibaculum maritimum
SRR24442555	207	996	S	                    Flavobacterium columnare
SRR24442555	188	312277	S	                    Flavobacterium indicum
SRR24442555	156	96345	S	                    Flavobacterium psychrophilum
SRR24442555	151	1306519	S	                    Flavobacterium commune
SRR24442555	149	1784713	S	                    Flavobacterium arcticum
SRR24442555	146	1355330	S	                    Flavobacterium faecale
SRR24442555	122	2201181	S	                    Flavobacterium sp. MEBiC07310
SRR24442555	113	55197	S	                    Flavobacterium branchiophilum
SRR24442555	106	2183896	S	                    Flavobacterium sp. HYN0056
SRR24442555	101	986	S	                    Flavobacterium johnsoniae
SRR24442555	99	1981981	S	                    Flavobacterium sp. AJ004
SRR24442555	97	1763534	S	                    Flavobacterium crassostreae
SRR24442555	89	1492737	S	                    Flavobacterium gilvum
SRR24442555	82	2172098	S	                    Flavobacterium sp. HYN0049
SRR24442555	74	2249356	S	                    Flavobacterium sp. HYN0086
SRR24442555	66	2162713	S	                    Flavobacterium sp. HYN0048
SRR24442555	58	2294119	S	                    Flavobacterium sp. CJ74
SRR24442555	48	2175091	S	                    Flavobacterium sp. HYN0059
SRR24442555	26	459526	S	                    Flavobacterium anhuiense
SRR24442555	2009	762954	S	                    Siansivirga zeaxanthinifaciens
SRR24442555	1318	111501	S	                    Muricauda ruestringensis
SRR24442555	536	516051	S	                    Muricauda lutaonensis
SRR24442555	646	983544	S	                    Lacinutrix sp. 5H-3-7-4
SRR24442555	482	1486034	S	                    Lacinutrix venerupis
SRR24442555	444	2057808	S	                    Lacinutrix sp. Bg11-31
SRR24442555	806	320324	S	                    Formosa agariphila
SRR24442555	482	1798225	S	                    Formosa sp. Hel1_31_208
SRR24442555	169	1336794	S	                    Formosa sp. Hel1_33_131
SRR24442555	141	1336795	S	                    Formosa sp. Hel3_A1_48
SRR24442555	363	1871037	S	                    Flavobacteriaceae bacterium
SRR24442555	300	1250295	S	                    Flavobacteriaceae bacterium MAR_2010_188
SRR24442555	290	1150389	S	                    Flavobacteriaceae bacterium UJ101
SRR24442555	42	531844	S	                    Flavobacteriaceae bacterium 3519-10
SRR24442555	529	639310	S	                    Olleya aquimaris
SRR24442555	326	2058135	S	                    Olleya sp. Bg11-27
SRR24442555	412	979	S	                    Cellulophaga lytica
SRR24442555	235	76594	S	                    Cellulophaga baltica
SRR24442555	200	59600	S	                    Cellulophaga algicola
SRR24442555	301	331648	S	                    Nonlabens spongiae
SRR24442555	119	930802	S	                    Nonlabens marinus
SRR24442555	117	2058134	S	                    Nonlabens sp. MB-3u-79
SRR24442555	111	328515	S	                    Nonlabens dokdonensis
SRR24442555	56	1336802	S	                    Nonlabens sp. Hel1_33_55
SRR24442555	49	319236	S	                    Nonlabens sediminis
SRR24442555	40	1476901	S	                    Nonlabens sp. MIC269
SRR24442555	849	1936081	S	                    Seonamhaeicola sp. S2-3
SRR24442555	694	2027857	S	                    Mariniflexile sp. TRM1-10
SRR24442555	244	1714849	S	                    Aquimarina sp. AD10
SRR24442555	202	1714848	S	                    Aquimarina sp. AD1
SRR24442555	183	1714860	S	                    Aquimarina sp. BL5
SRR24442555	90	28188	S	                    Capnocytophaga canimorsus
SRR24442555	73	1848904	S	                    Capnocytophaga stomatis
SRR24442555	59	1017	S	                    Capnocytophaga gingivalis
SRR24442555	46	1019	S	                    Capnocytophaga sputigena
SRR24442555	41	327575	S	                    Capnocytophaga leadbetteri
SRR24442555	41	1316596	S	                    Capnocytophaga sp. oral taxon 878
SRR24442555	35	28189	S	                    Capnocytophaga cynodegmi
SRR24442555	25	45243	S	                    Capnocytophaga haemolytica
SRR24442555	15	209053	S	                    Capnocytophaga sp. ChDC OS43
SRR24442555	12	1945658	S	                    Capnocytophaga sp. H4358
SRR24442555	10	1316593	S	                    Capnocytophaga sp. oral taxon 864
SRR24442555	8	1705617	S	                    Capnocytophaga sp. oral taxon 323
SRR24442555	5	1018	S	                    Capnocytophaga ochracea
SRR24442555	4	1945657	S	                    Capnocytophaga sp. H2931
SRR24442555	136	411153	S	                    Gramella forsetii
SRR24442555	120	1913577	S	                    Gramella salexigens
SRR24442555	97	1250205	S	                    Gramella sp. MAR_2010_147
SRR24442555	90	2126553	S	                    Gramella sp. SH35
SRR24442555	80	1250231	S	                    Gramella sp. MAR_2010_102
SRR24442555	75	1486245	S	                    Gramella flava
SRR24442555	646	616991	S	                    Arenibacter algicola
SRR24442555	424	1850246	S	                    Lutibacter sp. LPB0138
SRR24442555	209	1622118	S	                    Lutibacter profundi
SRR24442555	137	253	S	                    Chryseobacterium indologenes
SRR24442555	73	878220	S	                    Chryseobacterium sp. StRB126
SRR24442555	62	536441	S	                    Chryseobacterium taklimakanense
SRR24442555	57	2015076	S	                    Chryseobacterium sp. T16E-39
SRR24442555	52	1324352	S	                    Chryseobacterium gallinarum
SRR24442555	41	558152	S	                    Chryseobacterium piperi
SRR24442555	38	1265445	S	                    Chryseobacterium camelliae
SRR24442555	33	1685010	S	                    Chryseobacterium glaciei
SRR24442555	30	1721091	S	                    Chryseobacterium sp. IHB B 17019
SRR24442555	539	1736674	S	                    Algibacter alginicilyticus
SRR24442555	502	1803846	S	                    Flavivirga eckloniae
SRR24442555	72	1239415	S	                    Dokdonia sp. PRO95
SRR24442555	69	983548	S	                    Dokdonia sp. 4H-3-7-5
SRR24442555	68	2173169	S	                    Dokdonia sp. Dokd-P16
SRR24442555	62	326320	S	                    Dokdonia donghaensis
SRR24442555	37	313590	S	                    Dokdonia sp. MED134
SRR24442555	374	1383885	S	                    Flagellimonas sp. HME9304
SRR24442555	275	34085	S	                    Riemerella anatipestifer
SRR24442555	157	1729720	S	                    Salegentibacter sp. T436
SRR24442555	86	143223	S	                    Salegentibacter salegens
SRR24442555	260	63186	S	                    Zobellia galactanivorans
SRR24442555	259	398743	S	                    Zunongwangia profunda
SRR24442555	258	313588	S	                    Croceibacter atlanticus
SRR24442555	238	2282170	S	                    Kordia sp. SMS9
SRR24442555	204	2094025	S	                    Aureitalea sp. RR4-38
SRR24442555	202	1790137	S	                    Wenyingzhuangia fucanilytica
SRR24442555	75	238	S	                    Elizabethkingia meningoseptica
SRR24442555	26	1117645	S	                    Elizabethkingia anophelis
SRR24442555	9	172045	S	                    Elizabethkingia miricola
SRR24442555	8	1756150	S	                    Elizabethkingia ursingii
SRR24442555	1	1756149	S	                    Elizabethkingia bruuniana
SRR24442555	96	256	S	                    Myroides odoratus
SRR24442555	10	480520	S	                    Myroides profundi
SRR24442555	3	1458492	S	                    Myroides sp. ZB35
SRR24442555	2	76832	S	                    Myroides odoratimimus
SRR24442555	1	1583100	S	                    Myroides sp. A21
