contigName	contigLen	totalAvgDepth	aln.sorted.bam	aln.sorted.bam-var
k39_140167	1537	5.19899	5.19899	3.52023
k39_101018	4214	4.40477	4.40477	4.36172
k39_120440	6224	7.69855	7.69855	7.52007
k39_120466	1638	3.26344	3.26344	1.77586
k39_2820	1405	2.31076	2.31076	1.43605
k39_120478	2247	2.72532	2.72532	1.10104
k39_22630	1620	2.21837	2.21837	0.837922
k39_2825	1513	4.40866	4.40866	3.50026
k39_101067	2465	7.41728	7.41728	9.50338
k39_101069	2018	7.50482	7.50482	5.88909
k39_81262	1202	3.1711	3.1711	1.94786
k39_22662	3673	9.23219	9.23219	8.72181
k39_140250	1569	3.80902	3.80902	2.23076
k39_81273	2575	7.26515	7.26515	8.63303
k39_2862	1471	4.03861	4.03861	1.76745
k39_81274	1199	3.99809	3.99809	1.49237
k39_81279	1311	8.47028	8.47028	6.56486
k39_61773	2412	2.90097	2.90097	1.06758
k39_2881	1582	3.72207	3.72207	2.53069
k39_140279	1858	4.62822	4.62822	3.137
k39_120532	6941	8.6245	8.6245	8.02696
k39_22704	6674	7.40374	7.40374	6.4357
k39_101131	3686	6.4129	6.4129	5.24051
k39_2890	11653	7.53751	7.53751	8.55968
k39_2908	1147	2.82949	2.82949	0.741978
k39_120562	1226	2.24164	2.24164	1.24016
k39_42206	1241	3.87443	3.87443	3.91357
k39_120570	2023	3.2803	3.2803	1.35996
k39_81356	1001	2.84959	2.84959	1.31382
k39_101181	2888	3.48941	3.48941	3.95552
k39_22745	2943	7.14572	7.14572	4.444
k39_101196	1515	6.11282	6.11282	3.88901
k39_42254	1688	4.77178	4.77178	2.31678
k39_61897	1211	3.01131	3.01131	1.12628
k39_140405	1268	2.70751	2.70751	1.25637
k39_101217	9165	9.56217	9.56217	8.95605
k39_61918	1984	2.41767	2.41767	1.51669
k39_42295	1582	2.5405	2.5405	0.916597
k39_3018	1115	3.50155	3.50155	2.31664
k39_61928	2769	4.41275	4.41275	3.74283
k39_3021	2316	8.37442	8.37442	9.23483
k39_42312	1094	3.86229	3.86229	1.72863
k39_120692	1250	4.25818	4.25818	2.29542
k39_101250	1335	3.84979	3.84979	2.57877
k39_22868	3190	4.08882	4.08882	2.41329
k39_61966	1802	4.80024	4.80024	3.79048
k39_120729	3504	7.47496	7.47496	6.04663
k39_3075	1054	2.55973	2.55973	1.46931
k39_140494	1355	3.44564	3.44564	1.78379
k39_61989	7863	7.41527	7.41527	8.22474
k39_22897	5466	9.04195	9.04195	9.17677
k39_3082	3224	5.23943	5.23943	4.51799
k39_42374	1051	6.28968	6.28968	2.70825
k39_3085	2022	3.20833	3.20833	2.29863
k39_140521	1072	3.87093	3.87093	0.963781
k39_42397	2942	4.46741	4.46741	4.24184
k39_101315	14774	8.18039	8.18039	10.4516
k39_62029	7182	8.26778	8.26778	8.19668
k39_81541	1679	4.41857	4.41857	2.25534
k39_22930	3793	4.52869	4.52869	4.4568
k39_62057	1033	2.33409	2.33409	0.630886
k39_42431	8252	8.13997	8.13997	77.3133
k39_120789	1266	4.53584	4.53584	2.73862
k39_42436	1242	7.4478	7.4478	9.93033
k39_120790	1388	3.86026	3.86026	1.72903
k39_22949	2011	4.00269	4.00269	2.56827
k39_62070	1746	6.93421	6.93421	5.22511
k39_62074	1285	4.25815	4.25815	4.4862
k39_101348	7684	7.9201	7.9201	10.0093
k39_3152	1198	2.76145	2.76145	0.787357
k39_22960	1040	2.17865	2.17865	0.637343
k39_42451	1976	8.85542	8.85542	5.47608
k39_140571	3232	5.65866	5.65866	6.25089
k39_62096	2065	5.06997	5.06997	4.31275
k39_3197	1195	2.99043	2.99043	0.752789
k39_81610	2286	7.50375	7.50375	7.96354
k39_140592	1573	7.05833	7.05833	5.04796
k39_3227	1845	3.92684	3.92684	2.06313
k39_120865	1042	3.84305	3.84305	1.4254
k39_140638	1169	4.41119	4.41119	2.99088
k39_42514	3375	7.36	7.36	4.48852
k39_120881	8493	8.21935	8.21935	21.0358
k39_81680	5029	8.8969	8.8969	10.2956
k39_42537	2056	2.76495	2.76495	1.20878
k39_3296	1914	3.89626	3.89626	2.02268
k39_3314	1266	2.8414	2.8414	2.13716
k39_120910	7415	4.67006	4.67006	3.869
k39_62187	3577	6.12256	6.12256	6.37018
k39_62189	1017	2.8293	2.8293	2.38191
k39_101500	14759	8.02238	8.02238	11.1595
k39_42566	2477	5.23292	5.23292	4.58556
k39_81718	6215	7.96785	7.96785	7.77395
k39_23122	1075	2.28432	2.28432	0.779455
k39_120933	1103	2.69045	2.69045	0.774876
k39_23126	5444	7.1666	7.1666	5.30981
k39_42594	1076	2.53024	2.53024	0.984486
k39_62229	1023	3.16266	3.16266	1.86572
k39_140739	1393	3.74336	3.74336	2.26018
k39_101546	1549	4.30236	4.30236	2.08663
k39_62238	1001	2.38778	2.38778	0.670626
k39_42608	8142	7.65566	7.65566	12.3598
k39_62240	1411	4.0904	4.0904	1.87118
k39_23150	1466	2.69529	2.69529	1.26298
k39_62250	3943	7.01529	7.01529	12.4048
k39_140759	1887	5.62637	5.62637	6.05794
k39_101572	2603	7.14757	7.14757	5.52392
k39_42619	1291	3.27695	3.27695	2.58464
k39_81780	1348	3.23122	3.23122	2.32159
k39_42672	1097	4.01795	4.01795	2.73435
k39_101611	1162	3.6087	3.6087	2.47778
k39_62302	1846	3.41804	3.41804	1.40448
k39_3435	1268	3.78891	3.78891	1.49345
k39_81791	8627	7.14073	7.14073	6.50347
k39_121040	1252	2.68693	2.68693	1.71753
k39_140791	15713	8.75448	8.75448	9.61555
k39_121049	1027	3.17218	3.17218	2.02855
k39_101629	2213	7.06738	7.06738	6.35769
k39_23213	1403	3.67598	3.67598	2.02592
k39_42724	1090	4.53298	4.53298	3.08837
k39_101644	1438	4.32065	4.32065	2.54745
k39_121092	1178	4.63327	4.63327	2.1312
k39_42737	3373	6.9758	6.9758	10.4092
k39_140840	1209	3.55713	3.55713	2.75733
k39_3518	1127	5.95394	5.95394	4.9661
k39_42787	1121	3.01854	3.01854	2.84708
k39_3532	1040	2.91685	2.91685	0.827726
k39_121139	2475	6.28	6.28	5.81873
k39_81959	2142	4.45382	4.45382	2.62269
k39_101751	1354	2.88953	2.88953	3.10583
k39_81966	1160	2.37921	2.37921	0.50918
k39_42821	19975	8.49422	8.49422	8.917
k39_3581	4228	8.38082	8.38082	7.33305
k39_121197	1367	3.68447	3.68447	2.66681
k39_62469	1675	6.07475	6.07475	4.42882
k39_3590	1054	5.9823	5.9823	3.08717
k39_121212	1542	7.22342	7.22342	12.4742
k39_81995	1663	4.18308	4.18308	3.16025
k39_62484	2109	3.87034	3.87034	1.76665
k39_23377	2271	7.76002	7.76002	11.839
k39_101784	1268	3.73524	3.73524	2.63887
k39_3614	2759	3.55385	3.55385	2.53858
k39_23380	1101	3.52997	3.52997	1.71254
k39_140971	11331	7.99016	7.99016	8.17462
k39_101804	1190	4.51731	4.51731	3.80337
k39_42887	1039	3.63442	3.63442	1.45742
k39_121248	1167	4.89479	4.89479	5.33638
k39_81998	23270	8.72396	8.72396	10.6986
k39_3632	1205	5.04834	5.04834	2.32499
k39_23405	1385	2.51174	2.51174	1.54667
k39_23406	2532	3.9471	3.9471	2.59776
k39_42904	5559	10.0458	10.0458	11.9842
k39_121269	1466	3.46277	3.46277	1.71799
k39_42918	1184	3.34816	3.34816	2.34528
k39_3684	2201	4.47928	4.47928	5.55212
k39_141021	1364	3.41763	3.41763	2.52701
k39_101849	1390	5.52177	5.52177	4.86475
k39_82043	1063	8.19606	8.19606	8.2784
k39_42945	1514	4.6283	4.6283	3.6864
k39_62604	1886	4.28168	4.28168	2.98745
k39_82083	1353	4.25436	4.25436	2.3113
k39_101891	1420	5.73228	5.73228	3.84475
k39_62632	1429	3.51837	3.51837	2.65675
k39_101903	1532	3.68379	3.68379	3.03173
k39_23504	1697	3.49451	3.49451	1.4985
k39_121370	2237	8.53713	8.53713	7.49984
k39_121377	2058	3.92558	3.92558	4.53775
k39_82134	2509	3.51293	3.51293	2.69952
k39_43019	1101	2.92639	2.92639	2.10613
k39_121380	1018	2.37788	2.37788	0.659812
k39_3783	1647	2.92986	2.92986	0.732372
k39_82148	1584	3.47071	3.47071	2.7141
k39_121389	2290	6.8472	6.8472	9.13367
k39_23543	2414	4.0932	4.0932	3.12566
k39_43023	9164	7.9483	7.9483	7.66048
k39_121393	4874	7.67993	7.67993	9.71581
k39_121403	1044	4.99664	4.99664	2.84097
k39_3828	1224	3.38268	3.38268	1.51139
k39_43038	8325	8.30043	8.30043	6.55657
k39_101978	1069	2.97388	2.97388	2.45032
k39_23568	11091	9.42583	9.42583	10.6562
k39_101993	1119	3.0805	3.0805	1.72285
k39_62732	1317	2.81063	2.81063	1.73511
k39_82204	8399	6.22657	6.22657	7.43015
k39_141194	1633	3.65206	3.65206	2.90182
k39_62743	3726	5.03468	5.03468	3.78215
k39_43078	1507	4.42668	4.42668	4.85692
k39_121454	1258	4.94043	4.94043	3.25392
k39_3878	2366	3.72969	3.72969	2.75261
k39_102015	3206	4.05465	4.05465	2.67098
k39_82207	10957	7.54178	7.54178	7.36819
k39_62773	4204	6.04045	6.04045	7.03464
k39_23641	2517	6.40473	6.40473	5.83441
k39_82236	1779	5.12953	5.12953	4.54279
k39_62782	4021	6.81245	6.81245	9.67695
k39_141262	3046	3.8422	3.8422	2.50531
k39_102056	1564	4.53112	4.53112	11.4651
k39_82253	1130	3.4102	3.4102	1.55168
k39_62812	1497	8.01485	8.01485	17.7219
k39_23682	1121	3.6447	3.6447	1.9757
k39_43152	1054	3.01217	3.01217	1.96774
k39_43163	1420	6.38819	6.38819	3.9225
k39_102096	1625	4.83661	4.83661	2.89391
k39_82286	1020	4.75632	4.75632	4.6356
k39_121562	1364	3.0626	3.0626	1.34315
k39_62839	1247	5.37739	5.37739	6.44866
k39_43184	5653	8.46084	8.46084	7.87674
k39_141332	1629	6.8668	6.8668	7.7556
k39_23725	1524	2.90466	2.90466	1.24291
k39_43196	1653	5.81304	5.81304	4.60082
k39_23741	8376	7.15354	7.15354	9.17864
k39_43216	2178	6.84369	6.84369	10.1745
k39_82333	2104	3.32856	3.32856	2.19717
k39_4003	1025	2.92343	2.92343	1.32707
k39_23745	2009	7.74126	7.74126	10.4223
k39_82353	1315	2.87382	2.87382	0.912763
k39_43239	1304	7.19844	7.19844	17.3769
k39_62921	1802	4.2046	4.2046	2.78068
k39_62933	1070	3.56196	3.56196	3.48473
k39_4022	1838	3.42002	3.42002	1.61187
k39_43254	5367	7.46483	7.46483	5.43423
k39_62942	3236	5.56416	5.56416	6.4943
k39_141410	17546	8.13423	8.13423	9.65928
k39_121654	3079	7.1451	7.1451	6.32145
k39_141430	2477	7.31242	7.31242	4.35421
k39_43291	2963	8.48418	8.48418	13.6317
k39_121674	1190	2.66731	2.66731	0.805475
k39_82423	1394	3.52733	3.52733	2.69996
k39_102242	9751	8.40673	8.40673	8.26155
k39_63013	1735	3.49464	3.49464	1.79683
k39_43318	1190	2.46923	2.46923	1.13861
k39_102249	16100	7.24677	7.24677	8.7564
k39_141446	18192	7.91099	7.91099	6.96017
k39_23860	1164	2.20809	2.20809	0.784891
k39_63025	1343	3.5834	3.5834	1.68284
k39_4133	1860	4.2076	4.2076	3.07393
k39_23877	8490	8.8729	8.8729	9.43966
k39_82476	4655	8.81199	8.81199	7.53207
k39_82481	2888	4.39956	4.39956	3.82346
k39_102297	1456	3.2343	3.2343	1.91747
k39_141477	7416	5.73988	5.73988	5.72895
k39_4165	3175	4.62215	4.62215	3.10486
k39_23899	1352	3.00083	3.00083	1.00833
k39_4168	1865	3.16501	3.16501	2.82288
k39_63101	2357	4.3942	4.3942	2.81735
k39_4174	1411	3.90642	3.90642	2.78489
k39_82503	7040	7.56009	7.56009	10.0961
k39_43394	5843	8.0462	8.0462	9.30311
k39_82504	1524	4.09461	4.09461	3.10249
k39_23925	1331	4.99915	4.99915	4.48898
k39_63105	1113	2.19626	2.19626	0.71092
k39_43421	1029	2.19226	2.19226	0.772793
k39_82527	1566	5.91384	5.91384	3.58548
k39_4185	8315	7.94709	7.94709	9.40526
k39_23958	2544	4.00209	4.00209	1.83409
k39_102357	2219	6.9101	6.9101	10.3333
k39_23961	2139	2.96782	2.96782	1.24442
k39_43442	1254	2.99185	2.99185	2.13319
k39_63138	1295	3.18865	3.18865	1.33502
k39_23975	1881	4.03871	4.03871	2.23374
k39_121844	3102	3.39024	3.39024	2.23055
k39_4201	4537	7.21313	7.21313	7.28917
k39_121853	2235	4.35156	4.35156	2.4718
k39_23996	1869	3.08435	3.08435	2.60695
k39_43475	2055	7.7874	7.7874	13.2116
k39_102413	5124	7.17612	7.17612	8.35548
k39_121873	2696	8.04438	8.04438	6.95481
k39_82586	2801	8.52018	8.52018	9.80599
k39_82592	1671	3.62919	3.62919	2.00584
k39_63215	1163	2.59921	2.59921	1.62182
k39_23999	16995	8.13482	8.13482	9.9679
k39_102441	2115	4.58524	4.58524	3.53919
k39_63224	1731	3.9203	3.9203	3.76327
k39_82618	5217	7.5595	7.5595	7.92943
k39_82619	1620	3.53197	3.53197	1.13681
k39_24038	1308	4.43264	4.43264	4.85587
k39_141637	9083	8.10075	8.10075	13.3081
k39_102481	1226	3.01859	3.01859	1.13826
k39_102485	1150	4.332	4.332	3.66945
k39_63255	8757	8.78273	8.78273	10.6207
k39_24049	4161	7.33109	7.33109	7.14709
k39_121958	1704	3.16924	3.16924	1.53283
k39_82649	1689	4.96296	4.96296	2.55193
k39_24059	2200	6.38098	6.38098	5.41795
k39_121983	1094	2.79025	2.79025	1.07792
k39_102506	1054	6.31195	6.31195	3.63017
k39_4316	13319	8.80879	8.80879	10.6557
k39_102519	2025	4.38827	4.38827	3.20347
k39_4318	1435	4.52529	4.52529	2.53616
k39_141688	1096	5.32981	5.32981	4.86255
k39_4321	6531	4.85488	4.85488	4.02724
k39_63297	2428	7.19798	7.19798	11.9437
k39_82683	1284	3.66402	3.66402	2.06265
k39_4342	1028	3.54214	3.54214	3.07633
k39_63315	5660	7.7461	7.7461	6.63436
k39_102563	1666	4.8252	4.8252	4.14438
k39_24149	1160	3.89109	3.89109	2.6779
k39_4384	1184	4.17021	4.17021	1.27207
k39_4396	1917	4.32145	4.32145	2.98947
k39_43669	3231	7.70334	7.70334	10.3678
k39_63363	1431	2.758	2.758	0.827338
k39_102600	1151	6.20779	6.20779	9.27081
k39_4417	1704	2.92407	2.92407	1.28591
k39_122124	1936	5.28108	5.28108	2.72096
k39_82788	1097	3.28722	3.28722	0.957583
k39_141821	1161	8	8	3.42376
k39_63394	1325	2.91064	2.91064	1.2552
k39_82792	8675	9.44094	9.44094	12.6526
k39_43714	1029	2.25142	2.25142	1.24081
k39_122129	12449	8.15205	8.15205	9.22674
k39_122138	1074	2.28896	2.28896	0.769062
k39_102676	1063	3.22344	3.22344	1.09257
k39_82829	1425	2.90039	2.90039	0.939057
k39_43750	1703	6.5982	6.5982	2.99051
k39_4496	5015	9.39445	9.39445	7.53309
k39_63467	3590	8.77849	8.77849	11.5787
k39_122177	1011	4.54007	4.54007	4.13473
k39_4503	1627	3.52945	3.52945	3.42678
k39_102713	1476	5.28884	5.28884	7.13236
k39_24305	9958	7.90926	7.90926	8.35301
k39_102729	1112	3.19023	3.19023	1.65055
k39_82881	1287	3.62445	3.62445	1.40195
k39_43812	2343	8.60967	8.60967	9.18154
k39_122227	2609	8.61976	8.61976	8.15683
k39_102764	1145	3.14171	3.14171	1.85214
k39_141955	1757	3.98755	3.98755	1.1829
k39_141960	1791	5.9025	5.9025	2.27097
k39_24362	7391	7.01284	7.01284	9.3056
k39_24387	1808	4.08022	4.08022	4.80042
k39_141985	2432	5.65688	5.65688	4.88753
k39_63549	1122	2.78292	2.78292	0.971361
k39_82967	4129	8.07565	8.07565	4.68838
k39_4613	16828	8.69882	8.69882	8.263
k39_122303	1477	5.12434	5.12434	5.19946
k39_82981	6708	8.52745	8.52745	11.3959
k39_142016	2664	3.95306	3.95306	2.0201
k39_4633	1128	4.03783	4.03783	2.86961
k39_83029	1546	8.41046	8.41046	5.0221
k39_83031	1692	8.98119	8.98119	7.12814
k39_102861	1270	2.31339	2.31339	1.27167
k39_122362	1320	4.2265	4.2265	4.9247
k39_102877	1076	3.14795	3.14795	2.5781
k39_43955	4782	7.39162	7.39162	7.3468
k39_142074	1069	3.10229	3.10229	1.42962
k39_142079	1546	4.22708	4.22708	2.95127
k39_83045	17243	7.01954	7.01954	8.10877
k39_102895	1071	2.91857	2.91857	1.18358
k39_24479	1365	3.51687	3.51687	0.920424
k39_63637	4726	7.48274	7.48274	7.73215
k39_102914	1115	3.35751	3.35751	0.794245
k39_122401	1547	7.05512	7.05512	4.15814
k39_142123	1401	2.86811	2.86811	0.701788
k39_24518	1223	2.03728	2.03728	0.76913
k39_83066	3008	4.22603	4.22603	3.74373
k39_63670	2270	6.18113	6.18113	4.90073
k39_24525	1000	3.12471	3.12471	1.04921
k39_63681	1018	2.96313	2.96313	1.21893
k39_63706	1195	3.89282	3.89282	2.38121
k39_24554	1270	3.54196	3.54196	1.89814
k39_44055	2130	8.12273	8.12273	8.47449
k39_4763	5390	9.48607	9.48607	9.61585
k39_122477	1859	4.38561	4.38561	2.26983
k39_142197	1916	5.7684	5.7684	5.09816
k39_24578	3771	7.87766	7.87766	8.47373
k39_122493	1663	4.27892	4.27892	4.10335
k39_4794	1422	4.75708	4.75708	4.63886
k39_24610	1119	2.58514	2.58514	1.50747
k39_103048	3318	4.63636	4.63636	4.07606
k39_103049	1843	5.00413	5.00413	4.14359
k39_24618	1475	5.04453	5.04453	4.61508
k39_63802	2731	4.41108	4.41108	5.80578
k39_24633	1275	3.03822	3.03822	0.825051
k39_142250	4118	3.74647	3.74647	3.46832
k39_4857	1050	3.03333	3.03333	1.28476
k39_4859	1562	2.5517	2.5517	1.04692
k39_142251	1597	5.08569	5.08569	1.77548
k39_24640	2602	5.5779	5.5779	5.05841
k39_122597	6401	7.68261	7.68261	6.51706
k39_44153	1070	3.86848	3.86848	2.37115
k39_24653	1207	6.5175	6.5175	4.21583
k39_44166	1025	3.79543	3.79543	1.735
k39_83282	1088	3.34542	3.34542	1.43444
k39_24682	1189	2.72185	2.72185	1.75012
k39_83297	1389	4.05811	4.05811	4.40052
k39_44204	7017	7.43644	7.43644	7.00021
k39_103132	13708	8.11661	8.11661	9.1056
k39_122692	2140	3.07588	3.07588	1.63377
k39_142354	1143	2.44713	2.44713	0.463178
k39_83345	3204	3.90079	3.90079	3.23915
k39_142385	1209	6.07649	6.07649	3.83252
k39_83362	1212	3.67985	3.67985	1.57885
k39_103193	1604	4.03439	4.03439	2.57695
k39_44250	12915	7.82695	7.82695	8.00398
k39_83382	1346	3.90385	3.90385	3.56984
k39_4990	12369	8.51755	8.51755	8.70459
k39_24800	1556	4.57041	4.57041	5.59042
k39_103209	1241	9.08708	9.08708	3.98415
k39_83397	1041	2.94837	2.94837	1.28722
k39_103231	1060	3.56374	3.56374	1.45412
k39_122772	1833	4.85502	4.85502	2.6817
k39_44281	1064	4.50985	4.50985	2.64667
k39_122776	1026	4.65982	4.65982	5.03842
k39_24828	1495	3.48104	3.48104	1.71561
k39_103237	1115	7.06736	7.06736	8.57949
k39_63987	1095	3.00212	3.00212	1.31991
k39_63991	1603	3.90709	3.90709	2.9452
k39_103243	7426	7.58988	7.58988	9.79207
k39_44295	10104	8.15622	8.15622	9.25591
k39_24846	1369	2.50451	2.50451	0.902077
k39_103252	1517	3.36576	3.36576	1.99643
k39_142439	20777	8.54758	8.54758	9.01969
k39_64010	1309	4.61432	4.61432	1.55148
k39_64016	1994	5.01518	5.01518	3.12512
k39_24876	1993	7.68909	7.68909	6.20023
k39_122829	1208	3.92817	3.92817	2.59465
k39_103310	1722	5.10941	5.10941	4.16625
k39_103319	1241	2.5417	2.5417	1.70354
k39_83506	1118	2.375	2.375	0.573811
k39_5094	1335	6.03882	6.03882	5.94441
k39_44340	14247	8.43364	8.43364	9.04702
k39_142514	2625	3.48848	3.48848	1.63637
k39_83516	1059	2.17162	2.17162	1.11369
k39_64087	2968	3.21647	3.21647	1.94106
k39_83539	1143	2.9708	2.9708	2.06065
k39_5128	1401	2.77938	2.77938	0.901682
k39_103376	1174	2.90137	2.90137	1.12125
k39_44342	24514	9.08045	9.08045	8.33481
k39_5134	1976	4.46276	4.46276	2.98956
k39_64127	2745	3.94644	3.94644	2.14554
k39_83567	1074	2.82143	2.82143	1.40362
k39_142568	1703	4.3123	4.3123	3.61956
k39_44375	2353	3.92556	3.92556	3.42587
k39_24969	12930	8.05915	8.05915	9.1699
k39_44382	1259	4.34806	4.34806	2.77947
k39_142576	1115	2.95544	2.95544	1.97622
k39_24979	1189	6.87392	6.87392	3.95035
k39_64158	1216	2.57786	2.57786	0.882666
k39_142595	1853	4.99237	4.99237	8.52692
k39_5195	5299	6.38765	6.38765	6.54241
k39_44418	1585	5.5777	5.5777	3.89962
k39_122992	1317	4.69152	4.69152	3.46396
k39_103430	2201	6.41687	6.41687	5.11051
k39_64181	1939	4.35662	4.35662	3.28549
k39_103432	1322	2.62969	2.62969	1.15395
k39_103436	1460	2.9458	2.9458	1.32249
k39_83626	1230	3.325	3.325	1.46331
k39_123001	1135	2.74112	2.74112	1.27945
k39_5223	1373	6.04007	6.04007	4.84043
k39_44434	6784	5.57642	5.57642	3.65174
k39_5237	2379	3.42396	3.42396	1.73802
k39_103491	1067	3.73719	3.73719	2.16995
k39_25085	1035	3.71638	3.71638	1.59707
k39_103492	1111	3.79292	3.79292	4.83103
k39_44471	6526	8.37437	8.37437	6.27156
k39_83700	5399	6.40998	6.40998	9.24276
k39_64303	1023	3.11684	3.11684	1.70422
k39_83714	1014	2.29745	2.29745	0.967044
k39_25190	1225	3.57953	3.57953	2.00925
k39_123125	1688	8.30429	8.30429	13.3478
k39_44553	1674	3.72244	3.72244	3.33396
k39_103612	1110	2.40833	2.40833	0.798685
k39_103626	1363	3.60676	3.60676	2.12328
k39_5371	1267	2.16294	2.16294	0.5254
k39_25217	1481	2.71751	2.71751	0.816371
k39_44576	6429	9.38987	9.38987	7.91623
k39_142802	1176	3.01365	3.01365	0.809568
k39_5397	2628	6.87248	6.87248	7.41924
k39_5398	2484	3.80034	3.80034	2.85424
k39_142804	9163	6.76445	6.76445	7.18375
k39_5402	1554	3.79772	3.79772	2.62336
k39_123193	3019	3.8916	3.8916	2.45998
k39_83834	1060	4.00659	4.00659	3.93613
k39_64440	1394	3.6865	3.6865	1.51548
k39_5447	1920	3.3661	3.3661	1.58099
k39_64449	1112	2.67152	2.67152	1.4924
k39_142862	1016	3.21247	3.21247	1.6866
k39_25313	1794	6.34672	6.34672	6.66973
k39_5476	1361	2.45747	2.45747	0.659964
k39_64464	1696	3.13648	3.13648	1.9082
k39_5480	1037	4.46674	4.46674	2.68034
k39_142885	1384	5.99919	5.99919	5.56609
k39_5495	1472	7.05068	7.05068	4.39939
k39_142896	1468	4.07056	4.07056	2.99955
k39_103728	4299	5.19619	5.19619	5.37243
k39_103735	1136	2.89959	2.89959	0.841677
k39_5518	2202	3.62135	3.62135	2.58742
k39_64507	2569	7.31087	7.31087	6.7462
k39_123302	1412	4.05547	4.05547	3.61942
k39_103765	1807	3.31804	3.31804	1.62523
k39_83932	1516	4.30161	4.30161	1.92509
k39_44723	1211	2.7672	2.7672	1.51651
k39_25376	3165	8.30149	8.30149	9.94864
k39_44724	3094	4.00068	4.00068	3.96806
k39_5547	3704	5.41109	5.41109	5.02858
k39_83936	1234	7.24539	7.24539	4.03392
k39_5551	1304	3.44021	3.44021	2.37846
k39_64543	1320	5.20598	5.20598	3.65385
k39_103798	1662	4.52183	4.52183	4.94589
k39_142955	1750	5.70875	5.70875	5.17474
k39_64576	2386	7.52996	7.52996	6.29577
k39_103815	1659	2.75679	2.75679	1.46138
k39_123370	2363	4.57072	4.57072	2.81563
k39_25435	2163	6.2459	6.2459	5.11791
k39_83992	6870	7.83973	7.83973	7.47993
k39_103829	1015	3.74566	3.74566	3.54402
k39_64597	1307	2.38548	2.38548	0.693844
k39_44806	1256	4.16184	4.16184	1.86791
k39_103844	1140	4.82323	4.82323	3.07388
k39_25466	4774	6.2833	6.2833	4.73735
k39_5677	2189	4.36194	4.36194	4.2291
k39_123439	2420	3.42467	3.42467	2.13161
k39_84024	9690	6.86321	6.86321	6.8252
k39_123441	1297	5.01482	5.01482	5.0338
k39_5711	1534	5.5159	5.5159	4.56083
k39_64665	1177	6.82376	6.82376	6.32078
k39_84075	1624	8.21913	8.21913	3.37827
k39_84080	1042	2.74103	2.74103	1.01592
k39_103977	1134	3.57012	3.57012	0.587142
k39_64740	1233	2.3518	2.3518	0.603479
k39_64780	1084	3.28051	3.28051	1.27171
k39_25630	1272	3.58378	3.58378	1.82036
k39_64793	1575	3.29684	3.29684	1.51084
k39_64806	2097	4.33333	4.33333	3.53683
k39_123593	1316	3.2187	3.2187	1.4912
k39_104069	1324	4.21039	4.21039	2.50556
k39_44963	2882	9.25073	9.25073	8.84625
k39_104070	1623	2.73999	2.73999	2.31755
k39_64829	1024	2.65675	2.65675	1.75833
k39_84217	4541	4.25689	4.25689	3.82787
k39_104084	6983	7.72999	7.72999	9.30124
k39_5910	3187	6.57293	6.57293	6.51548
k39_45007	8975	8.13734	8.13734	10.7325
k39_123652	7699	7.96847	7.96847	7.17466
k39_123659	1640	3.52148	3.52148	1.62781
k39_5935	1058	7.14097	7.14097	8.77617
k39_45032	1182	3.70058	3.70058	1.45923
k39_104138	3393	4.03731	4.03731	3.06741
k39_104146	2314	4.86506	4.86506	4.23516
k39_5955	1647	9.41683	9.41683	6.88497
k39_104150	1240	2.60917	2.60917	1.34207
k39_64908	1797	3.94111	3.94111	1.95946
k39_84302	1386	3.86084	3.86084	1.8365
k39_84309	1404	3.71372	3.71372	1.95866
k39_84322	2249	3.90948	3.90948	4.253
k39_25801	1395	2.29398	2.29398	1.14181
k39_143333	1097	3.50264	3.50264	1.95216
k39_143335	1002	6.53286	6.53286	6.18576
k39_25815	2878	5.32295	5.32295	4.04931
k39_6041	1645	8.23545	8.23545	4.37025
k39_84358	1790	4.44756	4.44756	3.64947
k39_45118	1812	4.44886	4.44886	1.75021
k39_123768	1121	4.42122	4.42122	3.19044
k39_45123	1092	2.63163	2.63163	1.26161
k39_84385	1685	3.04951	3.04951	1.78112
k39_65017	2138	5.57596	5.57596	4.26041
k39_143395	2084	3.09824	3.09824	1.62406
k39_123788	1891	5.86847	5.86847	4.21197
k39_143419	1223	4.26561	4.26561	3.1654
k39_25889	2927	5.18077	5.18077	4.43055
k39_25891	1271	5.10348	5.10348	4.09285
k39_84417	2296	3.42824	3.42824	2.48372
k39_104326	1075	2.9027	2.9027	1.14853
k39_6132	1761	2.48727	2.48727	1.33571
k39_143446	1039	2.72216	2.72216	1.30672
k39_6144	1034	2.96946	2.96946	1.20518
k39_25908	7437	8.01208	8.01208	7.71155
k39_123843	2422	7.84331	7.84331	12.7997
k39_143456	1850	3.51941	3.51941	1.82716
k39_84443	1206	6.41761	6.41761	3.73347
k39_45193	1801	3.46941	3.46941	2.31104
k39_104356	1172	5.69863	5.69863	7.19212
k39_6170	1152	2.38922	2.38922	1.16304
k39_84449	5186	7.67633	7.67633	6.76004
k39_104369	1154	3.63048	3.63048	2.55025
k39_6191	1043	9.20045	9.20045	6.14694
k39_25944	1478	2.61747	2.61747	1.01105
k39_104375	1090	5.51383	5.51383	3.95828
k39_104378	2322	4.17357	4.17357	3.64608
k39_123847	27163	8.4285	8.4285	9.75737
k39_25962	1338	7.19529	7.19529	15.3822
k39_65119	9270	7.76974	7.76974	8.40351
k39_123852	2459	5.95236	5.95236	4.38858
k39_45266	2250	5.01048	5.01048	2.8231
